nombre,apellido,becado,tipo_ingreso,tipo_universidad,ingreso_cantidad
Dr(a). Thiago Nicolas,Rios,1,Crédito educativo,Privada,298.65
Eutimio Benavent,Garmendia,1,Beca,{BAD},414.74
Martín Santino Nicolas Sosa,Soto,0,Crédito educativo,Pública,287.81
Nelson Carlos,León,0,Crédito educativo,Pública,268.93
,,,,C0RRUPT3D,C0RRUPT3D
Irene Cantero,Luque,0,Crédito educativo,Pública,194.48
C0RRUPT3D,Solano,0,Apoyo familiar,Pública,417.05
Ignacio Guillermo,Castro,0,Otro,Pública,-888.0
Teresa Asunción Magaña,Palomo,0,Otro,@@@,406.41
Dr(a). Dante,Pereyra,1,Otro,Privada,313.99
Gerónimo José Manuel Gallart,Calvo,0,Apoyo familiar,Pública,344.79
Sara,Lozano,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,392.09
Leidy Liliana Morales,Galindo,0,Apoyo familiar,Pública,358.87
@@@,Barraza,0,Otro,Pública,459.71
Bianca,Colón,0,Trabajo,Pública,241.85
C0RRUPT3D,Sanchez,###CORRUPT###,Apoyo familiar,Pública,416.17
Isabel Raquel,Zavala,0,Apoyo familiar,Pública,323.76
∞∞∞,Gaitán,0,Apoyo familiar,Pública,419.57
Rosalia Arturo Barraza,Magaña,0,Apoyo familiar,,669.52
Juan Manuel Emma,Dominguez,0,Crédito educativo,Pública,451.62
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Suarez,0,Apoyo familiar,Privada,522.02
Esmeralda Vanesa,Aguirre,0,Trabajo,,271.07
Sandra Muñoz,Pérez,1,Otro,Privada,250.21
Clara Karla Castañeda,Vigil,1,Apoyo familiar,Privada,654.52
Samuel Salvador,Santiago,1,Apoyo familiar,Privada,486.28
Ema Lorenzo Villalba,Acosta,0,Crédito educativo,Pública,310.81
Benjamin,Roldan,0,###CORRUPT###,Pública,374.61
Aura,Antúnez-Trujillo,0,Trabajo,Pública,247.08
,,X,,,
Paulina Catalina,Fernandez,0,Crédito educativo,Pública,204.26
Noa Alba,Aparicio,$$$,∞∞∞,Pública,398.92
Jorge Luis Munguía,Mireles,0,,Pública,335.29
Dario Mauricio Vargas,González,0,Crédito educativo,Privada,229.18
Delfina Emilia Lopez,Gonzalez,0,Apoyo familiar,,BAD
∞∞∞,Nogués,0,Apoyo familiar,Pública,397.23
Francisca Marco,Calatayud,1,Crédito educativo,Privada,395.91
Valentina,Lopez,0,???,Pública,###CORRUPT###
,,,,,
,,,,,
Duilio,Llorente-Batlle,0,Trabajo,Pública,219.75
Ángel,Orozco,1,Apoyo familiar,Privada,488.48
Calista Galvez,Gomila,1,???,Privada,287.75
Tania Peralta,Bayón,0,<NULL>,Pública,497.7
Josep Tamayo,Morales,0,Apoyo familiar,Pública,422.51
Esteban Juan,Giraldo,0,Crédito educativo,[DAMAGED],199.99
Joaquin Gonzalez,Lopez,1,<NULL>,Privada,576.98
Guillermo Rafael Andrade,Ángel,1,???,Privada,390.16
Santino Benjamin Ignacio,Pereyra,1,Apoyo familiar,Privada,661.99
Felicidad Roda,Reig,X,???,Privada,463.56
Inés,Quintero,1,Apoyo familiar,XX,
Maximiliano Romero,Roldan,1,Apoyo familiar,Privada,662.68
Ramona Abril,Peñalver,0,Trabajo,Pública,999999.0
Guillermina Josefina,Arias,0,Otro,Pública,316.18
Francisca Muro,Urías,X,Apoyo familiar,Privada,483.98
Maritza Gómez,Aguilar,0,Apoyo familiar,Pública,443.53
###,{BAD},0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,352.35
Benicio,Sanchez,0,Apoyo familiar,Pública,@@@
,Carrera,X,Trabajo,Pública,268.33
Isabella Alexander,Vargas,0,Apoyo familiar,Pública,481.83
Claudia Blanca Bermúdez,Bermúdez,0,Apoyo familiar,Pública,251.99
Sr(a). Paulina,Peralta,{BAD},Apoyo familiar,Pública,424.62
Felix Esquivel,Marín,0,Apoyo familiar,Privada,594.31
Lina Graciana Castell,Mariscal,0,<NULL>,Pública,298.07
Alberto Mora,Meneses,0,Apoyo familiar,Pública,361.71
Marino Roura,<NULL>,0,Apoyo familiar,Privada,459.28
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Contreras,0,Apoyo familiar,Pública,308.67
Marisol Delgadillo de la,Fuente,1,{BAD},Privada,329.68
Alonso Eloy,Carbajal,0,Trabajo,XX,244.1
Miguela Azorin,Moraleda,0,Apoyo familiar,Pública,393.18
Ciriaco,Alemany,0,Otro,Pública,457.51
Adriana Emilio Villagómez,Colón,0,Trabajo,XX,289.68
Belén Herrera,Peiró,0,,Pública,303.01
Verónica Beatriz Navarro,,0,Trabajo,Pública,293.81
###CORRUPT###,,,,,
Dr. Victoria,Ramón,1,Apoyo familiar,Privada,518.21
Isabela Joaquín Mascareñas,Rascón,1,Beca,Privada,678.46
[DAMAGED],Vega,0,Trabajo,Pública,214.85
,,,,,0.0
Camilo Andrés,Vargas,[DAMAGED],Crédito educativo,Pública,###CORRUPT###
@@@,Gonzalez,1,<NULL>,<NULL>,671.11
Felix Esquivel,Marín,0,@@@,<NULL>,269.27
Fabián Hoyos,Mesa,1,Apoyo familiar,Privada,436.89
Rubén Guzmán,941757,0,Trabajo,Privada,299.47
Morena Aguirre,Sanchez,0,Trabajo,Pública,342.47
Caridad Alta Gracia Meza,Portillo,INVALID,Apoyo familiar,Privada,511.01
Teodosio Humberto Galán,Gisbert,0,Crédito educativo,Pública,351.7
Manuel Castillo,Jaramillo,X,,Pública,292.45
Florinda Pizarro,Rueda,0,Trabajo,561083,198.6
,Barriga,0,Apoyo familiar,Pública,381.63
Bautista Romero,Sanchez,0,Otro,$$$,304.85
Heidy,Castillo,0,Apoyo familiar,Pública,
<NULL>,,,???,XX,
Santiago Nicolas Sosa,Flores,0,Trabajo,Pública,198.68
Catalina,Castillo,1,Apoyo familiar,Privada,669.43
Andrea Rodríguez,Narváez,0,Apoyo familiar,@@@,412.82
Tomas Benjamin Sofia Belen Ruiz,Diaz,0,Apoyo familiar,Pública,359.0
Franco Clara Guzman,Gomez,0,Apoyo familiar,Pública,312.41
Joaquín,Vásquez,0,Apoyo familiar,@@@,206.37
Pascual Alberdi,Céspedes,1,Beca,Privada,573.19
Vicente Alberto,Montes,0,,Pública,209.47
Valentino,Romero,0,834627,Pública,###
Irma,Portillo,0,Otro,Pública,251.83
Rocío Yolanda Guerrero,Rodríguez,0,Apoyo familiar,Pública,297.29
Jairo David,[DAMAGED],{BAD},Apoyo familiar,@@@,449.38
Lola Julia,Juarez,1,[DAMAGED],Privada,197.04
Flor,Castejón-Millán,1,Apoyo familiar,Privada,540.83
Paula Bermúdez,López,0,Apoyo familiar,Pública,220.71
Úrsula de,España,0,Trabajo,Pública,290.36
Sr(a). Enzo,Ojeda,0,Apoyo familiar,Pública,290.97
María Yeny Mosquera,[DAMAGED],0,Apoyo familiar,Pública,327.35
Víctor,Borrego-Roda,0,Apoyo familiar,$$$,284.28
Jaqueline Salma Velasco,Cavazos,,Trabajo,∞∞∞,195.09
Cornelio Briseño,Miramontes,1,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Privada,421.9
Dr(a). Mateo,Acosta,0,Apoyo familiar,Pública,377.59
Sr(a). Tiziano,Medina,0,Apoyo familiar,Pública,999999.0
Nidia Pedraza,Fuentes,0,???,Pública,260.05
Antonia Juana,Fernandez,C0RRUPT3D,Otro,Pública,10000000000.0
Cristian Edgar Fonseca,Mejía,1,Beca,Privada,467.84
Paloma,Romero,0,Apoyo familiar,Pública,432.19
Ligia González,Ruiz,1,<NULL>,Privada,440.27
,,,,,
Marcela Patricia Jaimes,Cruz,1,Apoyo familiar,Privada,517.21
Dylan Ezequiel Morena,Rojas,0,ERR!!,###CORRUPT###,404.69
Begoña,Jordán,,Apoyo familiar,Pública,338.04
Gabriela,Serra,1,Beca,Privada,387.74
Felipe,Diaz,0,@@@,Pública,429.81
Álvaro,Navarro-Alberdi,{BAD},Apoyo familiar,Pública,325.39
Ángela Ángela,Toro,1,Beca,@@@,333.56
,,,$$$,,
Nadia Pedro Jiménez,Bustamante,0,Trabajo,Pública,322.37
[DAMAGED],Ybarra,0,Trabajo,Pública,264.57
Marianela Polo,Lumbreras,0,Crédito educativo,Pública,270.74
Nerea Calzada,814754,0,Otro,Pública,221.35
Claudia Ruth,Roa,0,Trabajo,Pública,212.21
,,,,,
Bernardo Rodrigo Heredia,Mota,1,Beca,Privada,429.18
Alma Jazmin,Fernandez,0,@@@,Pública,434.39
Sr(a). Wendolin,Guzmán,0,Crédito educativo,XX,370.3
Aurelio Vanesa Muro,{BAD},1,Beca,Privada,306.65
Cristina Ulibarri,Vigil,$$$,Otro,Privada,418.91
María,Garcés,1,Otro,Privada,0.0
Benigno,{BAD},0,áéíóú ñ,Pública,208.24
###CORRUPT###,Martínez,1,Otro,Privada,246.48
Charo,Pedraza-Olmo,0,∞∞∞,Privada,232.72
,,,,C0RRUPT3D,
Lola Julia,Juarez,1,Beca,Privada,408.68
Orlando,Pérez,0,Crédito educativo,Pública,297.71
Agustin Moyano,Torres,0,Crédito educativo,Pública,232.73
Stiven Diego,Parra,1,Trabajo,@@@,267.15
Aleida Vásquez,Quintero,0,Apoyo familiar,∞∞∞,464.64
Sandra Riba,Pi,1,Apoyo familiar,Privada,0.0
Lic. Miguel Ángel de,Jesús,1,Apoyo familiar,Privada,468.47
,Perez,0,Apoyo familiar,Pública,298.91
Cynthia Ángel Lemus,Velázquez,0,Apoyo familiar,Pública,365.25
Dorotea Escobar,$$$,0,Trabajo,XX,324.22
Sofía Jazmin,Maidana,0,Otro,Pública,262.18
Mateo Valentin Gomez,Escobar,,Crédito educativo,,$$$
Olivia Nava,Beltrán,999999.0,Otro,Pública,260.56
Mtro. Lucas,Jaime,1,Crédito educativo,{BAD},241.54
Susana,Leal,0,Apoyo familiar,ERR!!,345.37
Ana Betancur,Torres,0,Trabajo,,209.15
Claudia Cecilia,Torres,###CORRUPT###,Otro,Pública,304.09
699554,Sánchez,0,Apoyo familiar,Pública,362.17
Sr(a). Wendolin,Guzmán,0,Otro,Pública,251.21
Orlando Elkin Sandoval,Gutiérrez,0,Apoyo familiar,Pública,314.94
Virginia,[DAMAGED],0,Apoyo familiar,Pública,304.42
Susana Varela,Orta,0,Apoyo familiar,Pública,309.86
Óscar Salvador,Pellicer,###CORRUPT###,,Pública,###CORRUPT###
Feliciana Seco,Duque,0,Apoyo familiar,Pública,338.25
,,,,,
Sofía,Aguero,VAL8083,Trabajo,Pública,[DAMAGED]
Adela Gilberto,Lara,0,Apoyo familiar,XX,423.55
,,,,XX,
Maribel Naranjo,Carvajal,@@@,Apoyo familiar,Pública,337.88
Sebastián Sierra,Ávila,0,Apoyo familiar,{BAD},331.13
Armando José Molano,Sanabria,0,Apoyo familiar,Pública,453.13
,Garcia,0,Apoyo familiar,Privada,624.61
{BAD},Medina,0,Trabajo,Pública,222.58
Dr. Dulce María,Montoya,0,Apoyo familiar,Pública,401.79
Jhon,Restrepo,0,Apoyo familiar,Pública,383.91
Lucas Sofia Belen,<NULL>,ERR,Apoyo familiar,Privada,484.02
Mercedes Palma,[DAMAGED],0,$$$,Pública,255.66
Angel Gabriel Gomez,Lopez,0,Apoyo familiar,881187,460.93
,,,,,0.0
Uma Benitez,Benitez,0,Apoyo familiar,Pública,322.45
Dr(a). Simon,Castro,1,Apoyo familiar,Privada,608.48
∞∞∞,Roca,0,Otro,Pública,364.01
Bautista Ledesma,Cardozo,0,Apoyo familiar,Pública,414.37
Óscar,Ortiz,0,Apoyo familiar,Pública,<NULL>
Jacinto Esparza,Rolón,0,Apoyo familiar,Pública,460.17
Gabriela,Serra,1,{BAD},∞∞∞,390.51
,Negrete,0,Trabajo,Pública,291.66
∞∞∞,Corredor,[DAMAGED],Beca,Privada,515.58
Tomàs Pilar,Romero,0,Apoyo familiar,Pública,
Miriam,Nogueira,0,Trabajo,###CORRUPT###,INVALID
Cipriano Riba,Piñol,0,Apoyo familiar,Pública,###CORRUPT###
Griselda Zapata,Medina,0,Otro,Pública,358.98
Giuliana Felipe Franco,Carrizo,0,Apoyo familiar,Pública,493.71
$$$,,,C0RRUPT3D,{BAD},
Flavio Calixto Blanes,Bustos,0,Trabajo,Pública,247.73
Ing. Gloria,Gallardo,1,Otro,,$$$
,,,,,
Juan Cruz Isabella,Torres,X,Apoyo familiar,Pública,190.5
,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,{BAD}
,,,,,
Isaac,Colom,0,###CORRUPT###,Pública,447.69
,,,,,
Petrona Nadal,$$$,0,Apoyo familiar,Pública,349.4
Juanita Adela Agustí,Durán,∞∞∞,Apoyo familiar,Privada,596.11
Bernarda,Sáenz-Urrutia,0,Apoyo familiar,Pública,{BAD}
Magdalena Nevado,INVALID,1,Apoyo familiar,Privada,501.74
Francisco,Castro,0,Apoyo familiar,Pública,327.29
Yamid Santiago,Vargas,0,740126,Pública,236.13
Dulce Uriel Guevara,∞∞∞,0,Apoyo familiar,XX,399.41
Thiago Valentin Santiago Benjamin Garcia,Carrizo,0,Crédito educativo,Pública,357.72
Aurora Natividad,Murillo,1,Apoyo familiar,Privada,605.14
Alexander,C0RRUPT3D,<NULL>,[DAMAGED],Privada,<NULL>
Valentino Herrera,Peralta,0,Apoyo familiar,Pública,467.28
Ing. Federico,Arenas,0,Apoyo familiar,Pública,402.62
Benito Irene,Mendoza,0,Apoyo familiar,Pública,246.87
Andrea Linda,Pantoja,0,Apoyo familiar,Pública,358.36
Cristian Brayan Sánchez,Bravo,,Apoyo familiar,Pública,395.41
Oriana Almeida,Porcel,0,Apoyo familiar,Privada,###
Patricia Gutiérrez,Salcedo,1,Apoyo familiar,Privada,496.83
Ruby Diego,Durán,0,Apoyo familiar,Pública,433.03
Máxima Rocamora,Villa,C0RRUPT3D,Apoyo familiar,Pública,385.03
Dr(a). Dylan Ezequiel,Garcia,0,[DAMAGED],<NULL>,473.44
[DAMAGED],Ortiz,0,772824,Pública,157.75
ERR!!,Uribe,0,Apoyo familiar,Pública,341.95
Roberta Serafina España,Laguna,[DAMAGED],Apoyo familiar,Pública,432.46
,###CORRUPT###,,,,VAL5580
Germán Peres,Tejada,0,Trabajo,Privada,280.89
Mateo Agustin Ramos,Alvarez,0,???,Pública,489.04
Alicia,Vásquez,0,Crédito educativo,Pública,400.65
Sr(a). Omar,Altamirano,1,Beca,Privada,577.28
ERR!!,Herrera,0,Apoyo familiar,###CORRUPT###,347.47
Socorro Luis Páez,Puga,1,Trabajo,Privada,
C0RRUPT3D,Aguirre,0,Crédito educativo,Pública,0.0
Jesús Nelson,Rodríguez,###CORRUPT###,Crédito educativo,∞∞∞,345.38
Rosalva Berenguer,$$$,1,Apoyo familiar,Privada,∞∞∞
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Salgado,###CORRUPT###,Apoyo familiar,Pública,242.04
Camila Juan Cruz Miranda,Gonzalez,0,Apoyo familiar,Pública,419.05
Rubén Guzmán,Rodríguez,0,Apoyo familiar,Privada,441.72
Delia Teresa Matías,Rosario,0,Apoyo familiar,Pública,388.11
<NULL>,Campos,1,###,767482,296.21
Jerson Pablo Ariza,Velandia,1,Apoyo familiar,###CORRUPT###,685.5
Maria Victoria,@@@,0,Apoyo familiar,Pública,318.69
José Peña,Patiño,0,Otro,Pública,408.81
Elena Jimena,Fernández,0,Crédito educativo,Pública,384.88
Victoria Armando,Cadena,0,Apoyo familiar,Pública,380.24
,Olivera,[DAMAGED],Apoyo familiar,Privada,635.57
Jose Ramón Bartolomé,Bayo,0,Apoyo familiar,Pública,325.02
Josefina Cepeda,Serrano,0,Apoyo familiar,Pública,368.28
Amparo Carolina Suárez,Luna,0,Apoyo familiar,Pública,280.27
Luis Manuel Lebrón,Rivero,1,Beca,Privada,530.24
Javier Raúl Almanza,Llamas,0,Otro,Pública,448.41
Pablo Barral,Cuervo,0,Apoyo familiar,,386.85
,,,,,
Gabriela,Baena,0,Apoyo familiar,Privada,454.05
Alejandro José Ortiz,,0,Otro,Pública,###CORRUPT###
Leocadia Hernandez,Blanco,0,Apoyo familiar,Privada,{BAD}
Marina,Figueroa,0,Crédito educativo,,285.08
Marcela Patricia Jaimes,Cruz,1,Beca,Privada,424.7
Emigdio Cid,Ribes,0,Apoyo familiar,Pública,303.69
Sr(a). Valentina,###CORRUPT###,0,Apoyo familiar,Pública,385.53
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Ponce,1,INVALID,Privada,{BAD}
Modesta Amo,Santiago,0,$$$,Pública,433.64
Catalina Juan Gabriel Martinez,[DAMAGED],0,Apoyo familiar,Pública,259.56
Vilma,Albero,0,Otro,Pública,223.57
Paulina,Hernádez,1,Beca,Privada,411.54
,,,,,
Olivia Grande,Márquez,0,Apoyo familiar,Pública,0.0
Rodolfo Falcón,Álvaro,1,Trabajo,∞∞∞,177.17
Patricio Nadia Colunga,Jaramillo,0,Apoyo familiar,Privada,344.57
Ciriaco Madrid,Alcolea,0,Apoyo familiar,Pública,287.41
Jaime Rosario Alva,Magaña,0,Apoyo familiar,Pública,INVALID
,,,,,
Gonzalo Amo,Rodriguez,0,Trabajo,Privada,206.35
César Catalina,[DAMAGED],0,Apoyo familiar,Pública,318.58
Alejandra,Díaz,0,Apoyo familiar,Pública,534.44
Camila Santino,Benitez,0,Trabajo,Pública,207.33
Agustina Milagros,Martin,0,Apoyo familiar,Pública,389.85
Paola Sierra,Ureña,###CORRUPT###,Apoyo familiar,Pública,247.54
$$$,Abella,1,Beca,Privada,301.1
Guillermina,Alvarez,0,Trabajo,Pública,225.31
Henry Enrique Galindo,Jaramillo,0,Trabajo,Pública,{BAD}
@@@,Mireles,1,Apoyo familiar,Privada,488.21
Sr(a). Lautaro Benjamin,Gimenez,0,Trabajo,Privada,191.28
Dr(a). Luisana,Gomez,1,Beca,Privada,###
{BAD},Aznar,0,Trabajo,Pública,218.09
Luis,Zambrano,0,Apoyo familiar,Pública,335.98
Guillermo Linares,Palomino,1,Trabajo,Privada,297.52
INVALID,,[DAMAGED],,,
Maria Paz Guadalupe Gomez,Correa,1,Trabajo,Privada,272.24
Zaida Vaquero,Iglesias,0,,Pública,458.33
Hipólito Édgar Boada,@@@,0,Apoyo familiar,Pública,449.71
Tomàs Sebastian,Benitez,0,Apoyo familiar,Pública,319.22
881722,@@@,0,Crédito educativo,Pública,321.51
Lilia Rubiela Bastidas,[DAMAGED],0,Trabajo,Pública,327.07
Bianca María del Carmen Ocasio,Cepeda,0,Crédito educativo,Pública,282.95
Roldán del,Díaz,0,Apoyo familiar,Pública,$$$
Dr(a). Thiago Valentin,Vega,0,Apoyo familiar,Pública,0.0
Sr(a). Santiago,Blanco,0,Otro,Pública,311.35
Danilo,Cabello-Carrasco,1,Otro,C0RRUPT3D,285.96
,,,,,
Cornelio Briseño,[DAMAGED],1,Beca,<NULL>,394.16
Hernán Dalia,Pineda,1,Beca,Privada,402.87
Vilma Manjón,Matas,0,Crédito educativo,Pública,244.67
Poncio,Peláez-Yuste,0,Trabajo,Pública,257.47
Ligia,Lara,0,Trabajo,Pública,204.1
Esperanza Lilia,López,[DAMAGED],Otro,$$$,10000000000.0
Damián Parra,Pol,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,330.69
Juan Santino Lopez,Rojas,1,904098,Privada,312.37
Ana López,Vásquez,###CORRUPT###,Apoyo familiar,Pública,413.54
$$$,,,,,
Valerio Santiago Cerro,Montenegro,0,Apoyo familiar,Pública,301.21
Adelardo,Rebollo-Carreño,1,Beca,Privada,0.0
Tania Cecilia,Tejada,0,Apoyo familiar,Pública,337.06
Nuria Lladó,Cabo,0,$$$,Pública,297.34
Héctor Andrés Narváez,Pérez,1,Apoyo familiar,Privada,408.98
Sr(a). Alma,Castillo,0,Apoyo familiar,Pública,394.36
Alejandro Luis Rincón,Salazar,0,Apoyo familiar,Pública,272.05
Omar Leonardo,Girón,0,<NULL>,Pública,268.99
Abril del,Valle,1,Beca,Privada,351.86
Ing. Federico,Arenas,0,Trabajo,Pública,296.07
Mayra Piedad,Pedraza,0,[DAMAGED],∞∞∞,247.03
Fidel Maldonado,Nicolás,1,Crédito educativo,,326.65
áéíóú ñ,,,,,0.0
,,,,,
Giovanni,Castillo,∞∞∞,Trabajo,Privada,195.13
Arsenio Alegre,Reina,1,Apoyo familiar,Privada,<NULL>
@@@,,,,,
@@@,Jaume,,Crédito educativo,Pública,443.52
Dr(a). Francisco,Arias,10000000000.0,,Pública,369.04
Eva Amigó,Cerdán,,Apoyo familiar,Pública,-888.0
Pastora,Taboada-Corbacho,0,$$$,Pública,371.7
Duilio Ávila,Mayol,1,Trabajo,Privada,∞∞∞
Mercedes,,0,Apoyo familiar,Pública,315.11
Perlita Palacios,Luque,1,Crédito educativo,###CORRUPT###,271.04
Erasmo,Arjona,0,Crédito educativo,Pública,305.81
Perlita Palacios,Luque,1,Otro,Privada,248.43
María,Fernández,0,Crédito educativo,Pública,291.62
Julio,González,,Apoyo familiar,Pública,483.47
Diego Jaider Fajardo,<NULL>,<NULL>,Crédito educativo,Pública,452.94
Geronimo Isabella Rios,Pereyra,0,∞∞∞,Pública,280.59
María Milena,Ávila,1,Apoyo familiar,Privada,477.66
,Martínez,0,Trabajo,$$$,275.05
Édgar Baena,Muñoz,0,Crédito educativo,Pública,∞∞∞
[DAMAGED],Quintana,0,Trabajo,Pública,233.7
Violeta Romero,Martinez,0,Crédito educativo,Pública,245.28
Patricio Octavio,Holguín,1,Apoyo familiar,Privada,464.78
Ismael,Paniagua,1,Beca,Privada,@@@
Aureliano Peñalver,Cruz,1,Crédito educativo,Privada,309.14
Santino Benjamin Sofia Gonzalez,Acosta,0,Apoyo familiar,Pública,333.0
Vicente Ayala,Godoy,0,Crédito educativo,Pública,330.38
Diego Jhonatan Martínez,,0,Apoyo familiar,Pública,365.58
Julián,Pintor,1,Beca,Privada,299.03
Régulo Llorente,Carretero,1,???,Privada,468.2
,Coronado,1,Beca,Privada,446.57
Judith Lourdes,Alvarado,0,Otro,$$$,0.0
Miguel Yerson Orozco,,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,@@@,
Eduardo Bustos,Bustos,0,Apoyo familiar,Pública,351.17
Adalberto Gil,Vega,0,Apoyo familiar,Privada,637.44
Lucas,Fernandez,0,Apoyo familiar,Pública,318.33
,,,,,
Fernando Andrés,Rodríguez,1,Beca,Privada,392.66
Adriana Xiomara,Ibarra,1,Beca,Privada,<NULL>
Isaías Guerra,Benitez,0,<NULL>,Pública,277.94
Bastian,Mendoza,0,Apoyo familiar,Pública,432.86
Macaria Montoya,Ros,1,Crédito educativo,Privada,347.9
Dr(a). Dylan,Hernandez,0,Apoyo familiar,Pública,315.76
Milena,Gallego,X,Trabajo,Privada,241.86
Ángel Juan,Ramírez,0,<NULL>,Pública,318.96
Catalina Lucia Ojeda,Bravo,0,???,Pública,0.0
William Quintero,Ruiz,0,359008,Privada,237.61
Samuel,Acosta,0,Apoyo familiar,Pública,298.42
Zoe,Moyano,0,Apoyo familiar,Pública,330.51
Leoncio Segovia,Arroyo,1,Crédito educativo,Privada,349.33
Dr. Carolina,Cano,0,$$$,Pública,230.59
Sandra Sandra Manrique,Bravo,0,Trabajo,Pública,162.66
Hernán Adela Galarza,Espinal,0,Apoyo familiar,@@@,432.09
Delfina Gonzalez,Garcia,0,Trabajo,Pública,<NULL>
,,,,,
Cecilio Carlos Sierra,Bermúdez,0,Apoyo familiar,Pública,452.18
Karina,González,1,Crédito educativo,Privada,372.39
Vasco Lobato,Cañas,1,[DAMAGED],Privada,362.24
Germán Rodríguez,<NULL>,0,Apoyo familiar,Pública,402.78
Walter Hernández,Montes,0,Trabajo,Pública,247.6
Sonia Carlos,Mendez,0,Otro,Privada,363.35
Concepción Merino,Vergara,0,Apoyo familiar,Pública,387.06
Manuela Córdoba,Rendón,1,???,ERR!!,376.47
María Luz Torres,Beltrán,0,Trabajo,[DAMAGED],313.98
Francisco Javier Camilo,INVALID,0,Apoyo familiar,INVALID,366.1
Marisa,Belda-Sureda,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,387.57
Graciela Arboleda,Agudelo,0,Trabajo,Pública,194.15
Edmundo,,0,Trabajo,Pública,207.86
Guadalupe Leiva,Muñoz,0,Apoyo familiar,Pública,328.27
Jeremías Frutos,Barriga,0,Trabajo,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,212.88
Sandra Elena,Ortiz,0,Crédito educativo,{BAD},246.51
,,,,,
Clementina Iborra,Calderon,0,Crédito educativo,XX,368.57
María Karen Delgado,Moreno,0,Apoyo familiar,Pública,VAL4103
Bautista Isabel Herrera,,0,Crédito educativo,383729,229.8
Valentina Lladó,Armas,0,Otro,Pública,269.86
Casandra,Puga,1,Beca,Privada,306.62
Amparo Castro,Gallego,X,Crédito educativo,Pública,286.32
Giuliana Valentino Ponce,Lucero,0,Apoyo familiar,Pública,392.49
Guillermo Francisca,Mascareñas,1,Beca,Privada,405.12
Lorenzo del,Carrión,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Pública,352.51
Dr. Emiliano,Fonseca,,Trabajo,Pública,192.65
Franco Alma,Rivero,0,Apoyo familiar,Pública,402.58
Viviana,Pedrosa,INVALID,Apoyo familiar,Pública,197.87
Constanza,Paez,0,Apoyo familiar,Pública,400.62
Felipe Antonia Galván,Nieto,0,Crédito educativo,Pública,999999.0
Sr(a). Geronimo,Gomez,1,Beca,Privada,303.88
Sabas del,$$$,0,Apoyo familiar,XX,343.21
Pedro Oswaldo,Duarte,0,Apoyo familiar,Pública,276.58
Clara,Escobedo,0,Apoyo familiar,Pública,534.14
Miguel Yeison Vega,Ruiz,0,Trabajo,###CORRUPT###,299.41
Carla Esteve,Calleja,0,Apoyo familiar,<NULL>,355.44
Lucio Hernando,Bernal,0,Apoyo familiar,Pública,421.1
,{BAD},,,,VAL1872
Dr(a). Abril,Cardozo,0,Apoyo familiar,XX,286.97
Emma Fernandez,Luna,0,Apoyo familiar,INVALID,402.03
$$$,Jordá,ERR,???,Privada,496.46
Benjamin Valentina,Juarez,0,Apoyo familiar,Pública,377.72
Nacho del,Dávila,1,Trabajo,Privada,231.41
