nombre,apellido,ciudad,becado,tipo_universidad,categoria_gasto,gasto_categoria
Antonella Moreno,Luna, Shushufindi,0,Pública,Alimentación,47.91
Hilda,Gómez,Manta,BROKEN,Pública,Educación,26.65
Dr. Nayeli,Escobar,Yaguachi,0,Pública,Vivienda,64.24
,,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,
Lucas Sofia Belen,Benitez,Puebloviejo,1,Privada,Otros,33.63
Josep Aragón,León, Tulcán,0,Pública,Ocio y personales,20.89
Eva Pinto,Mur, Archidona,0,Pública,Educación,21.84
Vicente Espartaco,Fonseca,Guaranda,BROKEN,Privada,Otros,14.86
Genaro Santiago Peralta,Gomez, Huaca,0,@@@,Vivienda,88.28
José,López,@@@,0,Pública,Vivienda,295.46
,∞∞∞,,,,$$$,
DAMAGED,Gutiérrez,Ibarra,0,$$$,Transporte,
Agustin,Nuñez, Alamor,0,Pública,Ocio y personales,@@@
Valentina Mia Jazmin Soto,Juarez, Tulcán,0,Pública,Transporte,65.21
Francisco Iglesia,, Baños de Agua Santa,0,Pública,Educación,24.65
Diana Quiñones,Saiz, Samborondón,0,Pública,Ocio y personales,24.73
Hernando Fernando,Vargas, Rocafuerte,0,Pública,Educación,98.0
Manuel Catalina,<NULL>,Montecristi,0,635243,Educación,65.18
Arcelia,Carpio-Gómez,Zaruma,1,Privada,Educación,95.55
Patricia Colom,Marti,Catacocha,0,Pública,Vivienda,<NULL>
Asunción,{ERR}, Pedro Vicente Maldonado,1,Privada,Transporte,108.08
,Ceja,Macas,NO,Pública,Alimentación,106.81
Estela Claudio,Urías, Catamayo,0,Pública,Educación,25.3
∞∞∞,Cruz, Junín,0,Pública,Alimentación,37.93
<NULL>,Juarez,∞∞∞,0,BROKEN,<NULL>,16.6
Jose Antonio Enríquez,Castellanos, Macará,0,Pública,Educación,{ERR}
José Eduardo,, Palora,0,Pública,Alimentación,37.73
Felipe Cárdenas,Gómez, El Carmen,1,Privada,Transporte,158.63
María,Fuentes, La Maná,0,Pública,Vivienda,
###CORRUPT###,Ponce, Portovelo,1,Privada,Alimentación,348.13
BROKEN,Fernandez, Gualaquiza,1,Privada,Transporte,90.39
,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,1000000000000.0,,,
Sr(a). Abel,Montenegro, Coronel Marcelino Maridueña,1,Privada,Ocio y personales,59.02
Carmen Bermúdez,Reyes, Esmeraldas,0,Pública,Vivienda,120.03
David López,Vanegas, Pimampiro,0,Pública,Transporte,41.24
,,,,,[BAD],
Máximo Alcolea,Bueno,@@@,0,Pública,[BAD],98.07
Argemiro Luis Lozano,Cerón,DAMAGED,[BAD],Pública,Vivienda,
Valentino Maria Luz Gonzalez,Martinez, Pedernales,1,DAMAGED,Educación,72.65
Juan Santino Lopez,Rojas, Jujan,1,Privada,Ocio y personales,26.45
Albano,Gómez, Valdez,0,Pública,Transporte,83.2
Isabella Lorenzo,Flores, Shushufindi,0,Pública,Ocio y personales,@@@
@@@,,,,,,
Mayra Piedad,{ERR},Guaranda,0,Pública,Otros,36.32
Mia Jazmin Roldan,Mendez, Milagro,0,Pública,Ocio y personales,71.61
$$$,Alejandro,Manta,0,Pública,Transporte,31.54
Yolanda Mercedes Saiz,Orosco,Caluma,@@@,Pública,Ocio y personales,25.09
Sr(a). Franco,Alvarez,Catacocha,0,Pública,Alimentación,60.63
Juan Manuel Rincón,Rincón,Piñas,0,BROKEN,Educación,52.27
Nicolas Juana,Mendez,INVALID,,Pública,Educación,50.27
Felicitas Felicitas Nuñez,Paz,Ibarra,0,Privada,Otros,56.54
Candelaria,Sanchez, Machala,0,Pública,Otros,18.55
Isabel Ospina,Peña, El Carmen,0,Pública,[BAD],79.49
Federico Uma,Morales, El Coca,0,Pública,Alimentación,174.45
Dr(a). Santino Gabriel,Lopez, Shushufindi,0,Pública,Ocio y personales,DAMAGED
Isabel Frida Loya,García, La Libertad,0,Pública,Ocio y personales,26.95
Evangelina,Carbonell,<NULL>,0,Pública,Alimentación,96.16
David,∞∞∞, Junín,1,Privada,Educación,66.34
Mtro. Tomás,Solís, Guano,0,Pública,Alimentación,120.75
,,,<NULL>,,,
Dr(a). Lautaro,Diaz, Cotacachi,0,INVALID,Transporte,57.8
Sr(a). Mia Valentina,Leiva, Tulcán,0,,Alimentación,66.54
Yago Balduino Rodríguez,Benavente,Catarama,0,Pública,Educación,30.48
Amelia Tomás Rosales,Nieto, Calceta,NO,Privada,Transporte,72.43
Sessa,###CORRUPT###,<UNK>,NO,Pública,Ocio y personales,43.23
Pascuala Girona,Cid,,0,Pública,Vivienda,65.02
∞∞∞,Aguilar, Cuenca,0,INVALID,Alimentación,151.94
Cruz Prada,Coronado,Loja,0,Pública,Vivienda,139.58
Sergio Alexander Padilla,Calderón,Zaruma,0,Pública,[BAD],102.16
{ERR},Montes,Manta,0,Pública,Ocio y personales,53.98
Débora Cordero,Murcia, Chone,0,Pública,Otros,22.55
Vanesa Salinas,Lucero,Atuntaqui,0,<NULL>,Vivienda,90.55
,DAMAGED,,,,,
Javier Marco Mercado,Giraldo, Junín,0,Pública,Otros,VAL5622
Nancy Castrillón,Gómez,,[BAD],Pública,Ocio y personales,29.29
Jeremías Casado,Campo, Santa Ana,0,Pública,Alimentación,81.63
Valentino,Benitez, Santa Ana,0,Pública,Vivienda,78.49
,,,,,,
Albert Ferrández,Pinilla,ERR!!,0,Pública,Transporte,ERR
Micaela Matías,Maldonado, Baños de Agua Santa,0,DAMAGED,Ocio y personales,23.96
,,,,,,
Jimena Cózar,Llorente, San Miguel de Los Bancos,0,Pública,Ocio y personales,37.19
@@@,Ocampo,,0,Pública,Alimentación,174.33
Leonardo Pla,Hoz, Junín,1,Privada,Transporte,95.82
,,,,,,
Alberto César,Sánchez,,0,DAMAGED,Educación,119.36
Fredy Agudelo,Arboleda,Pujilí,0,DAMAGED,Alimentación,36.42
Camila Juan Cruz Miranda,Gonzalez, Baños de Agua Santa,0,Pública,Transporte,45.48
Ana Edna,Gómez, Buena Fe,,[BAD],Transporte,VAL5283
Nelcy Nelly Rivera,Martínez,La Concordia,0,Pública,Educación,19.52
,,###CORRUPT###,,,,
BROKEN,Sosa, Pimampiro,0,Pública,[BAD],54.61
Ángela Garzón,Erazo,Caluma,1,Privada,Transporte,113.3
,,,,,,
Sofía Gonzalo Montero,,Latacunga,0,Pública,Educación,30.73
Eutimio Jose Antonio Marin,Landa, Colimes,0,Pública,Transporte,83.04
Etelvina Laura Aliaga,Caparrós, La Maná,0,Pública,Ocio y personales,43.24
Efraín Escolano,Villanueva, Catamayo,0,Pública,BROKEN,59.32
Felipe,Montes, Urcuquí,0,Pública,Ocio y personales,###CORRUPT###
Nadia,Almaraz, Jipijapa,INVALID,{ERR},BROKEN,15.48
Stella,Ortiz, Macará,NO,Pública,Transporte,98.41
Germán Peres,Tejada, San Miguel de Salcedo,0,∞∞∞,Transporte,66.2
Zacarías Cristal,BROKEN, Archidona,0,Pública,Otros,27.42
Stiven Enrique Mosquera,Ordóñez, El Tambo,0,Pública,Vivienda,119.01
Lautaro Ponce,Ferreyra,,0,Pública,Vivienda,64.02
Elvira,Vélez, Alamor,0,Pública,Alimentación,52.74
Mtro. José Manuél,Cazares,∞∞∞,0,Pública,Educación,11.64
Vidal Pagès,Campillo,INVALID,0,Pública,128890,106.22
Mtro. Ana,Rivero, Guayaquil,,Privada,Alimentación,341.89
Luis Mauricio,Bermúdez, Jujan,0,Pública,Otros,0.0
Sr(a). Felipe,Fernandez, Gualaquiza,<NULL>,Privada,Ninguno,256.33
Liliana Azucena Padilla,Angarita, Catamayo,0,Pública,Alimentación,42.48
Ana Paula,Lopez,Atuntaqui,0,Pública,Otros,16.6
Isabella Luca Maidana,Bustos, Pedro Vicente Maldonado,1,Privada,Transporte,106.23
Sr(a). Ciro,Nuñez,∞∞∞,[BAD],Privada,Alimentación,80.29
Lady Teresa Morales,Giraldo, El Tambo,0,Pública,Educación,25.36
,Crúz,Tena,0,Pública,Otros,30.63
Juana Alma Mia,###,<UNK>,0,Pública,Ocio y personales,18.48
Eugenio Llobet,Cantero,Zamora,0,BROKEN,Alimentación,BAD
DAMAGED,,,,,,
Ana Diana Vallejo,Tovar, Pedro Carbo,0,Pública,Otros,16.01
Conchita Maldonado,Benavides, Valdez,0,Pública,Alimentación,53.63
Teodoro,Hernández, Pelileo,1,Privada,Alimentación,170.93
Sr(a). Francesco,Navarro,BROKEN,INVALID,Pública,Ninguno,27.77
Elvira,Medrano, Puerto López,0,Pública,Alimentación,167.96
Catalina Lucía Luna,$$$,$$$,0,Pública,Otros,@@@
,Rios, Colimes,0,Pública,Transporte,75.49
@@@,Uribe, Pedro Vicente Maldonado,0,Pública,Educación,25.11
Irma Amalia,INVALID, Sucre,@@@,Pública,<NULL>,81.69
David Gómez,Rodríguez,###CORRUPT###,,Privada,Otros,42.79
Luz Adriana,Morales, Shushufindi,INVALID,Pública,Transporte,
Thiago Benjamin Gutierrez,Fernandez, Shushufindi,1,Privada,Vivienda,244.38
José Ángel Ávila,Pons,Sangolquí,0,Pública,Educación,1000000000000.0
Gerónimo Garrido,Farré,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Pública,Ocio y personales,33.49
∞∞∞,Urrutia, Santo Domingo,0,Pública,Transporte,72.55
Esther María Eugenia Mascareñas,Carrillo,Puyo,0,BROKEN,Ocio y personales,VAL4509
Ignacio Pilar,Garcia,Zaruma,0,Pública,Ocio y personales,53.65
Aldo,Nájera, Velasco Ibarra,0,Pública,Ocio y personales,30.59
Natalio Company,Santamaría, La Troncal,0,Pública,Vivienda,∞∞∞
,,,{ERR},,,
Micaela,Río-Sanjuan, Loreto,0,Pública,Educación,61.95
ERR!!,Duarte,∞∞∞,0,Privada,Otros,47.66
Sr(a). Mia Morena,Molina, Macará,,Privada,Ocio y personales,48.99
,,,,,907281,
Alejandro Molina,Parra, Muisne,NO,Pública,Educación,38.7
Luis López,Torres,,0,Pública,Vivienda,105.15
Fabiola Ferrán,Fonseca, Buena Fe,0,Pública,Ocio y personales,62.49
Rafael Leal,Parada,Caluma,0,Pública,Ninguno,90.75
Santiago Ruiz,Martinez,INVALID,0,Pública,Otros,0.0
Alexander,Gonzalez, Buena Fe,0,Pública,Transporte,29.94
Custodia Felicia Canales,Berenguer, Loreto,0,Pública,Ocio y personales,20.59
Juan Pablo Ponce,Garcia, Mocache,0,Pública,Otros,21.87
Virginia Diana,León, Pimampiro,0,$$$,Vivienda,67.12
Reynaldo Adela,Nevárez, Bahía de Caráquez,1,Privada,Alimentación,207.56
Poncio,Peláez-Yuste, Chambo,[BAD],,Otros,11.3
Francisco Ana Paula,Ortiz,<UNK>,0,Pública,Vivienda,165.03
Carlos Freddy,Pinto,∞∞∞,0,Privada,Transporte,100.84
,Pérez, Pedernales,0,Pública,###CORRUPT###,11.41
INVALID,Maldonado, Puerto López,0,{ERR},Ocio y personales,32.01
Jader Freddy,Díaz,Loja,0,Pública,Educación,44.57
INVALID,Acosta, El Coca,0,Pública,Ocio y personales,65.32
Lic. Eugenia,Partida, Atacames,0,Pública,Vivienda,77.64
,BROKEN,,,,,
Isabel Jessica,Vásquez,San Lorenzo,0,Pública,Educación,19.38
Hernando Fernando,Vargas, Rocafuerte,0,Pública,Alimentación,<NULL>
###CORRUPT###,Ramis-Acedo,<NULL>,,Pública,Ocio y personales,52.48
Gonzalo de,Naranjo,Saquisilí,0,DAMAGED,Alimentación,71.13
Georgina Celia,Anaya, Chambo,NO,Privada,Alimentación,52.13
Germán José,{ERR}, El Carmen,NO,Pública,Educación,13.72
Jesús Arley Oviedo,Pérez,Yantzaza,0,<NULL>,Otros,28.25
Iván Luis,Roque,<UNK>,0,Pública,,∞∞∞
Gonzalo de,Naranjo,Saquisilí,0,Pública,Transporte,54.34
Alfonso Costa,Melero, El Tambo,0,Pública,Transporte,47.79
,,,,,,
Carla Esteve,Calleja,DAMAGED,0,Pública,Alimentación,41.44
Zaida Águila,Vélez, Vinces,0,Pública,Transporte,35.28
DAMAGED,Marrero, Camilo Ponce Enríquez,0,Pública,INVALID,12.87
Dr. Frida,Solorzano, Flavio Alfaro,0,Pública,Ocio y personales,0.0
María Johana,Narváez, Santa Ana,0,Pública,Vivienda,102.24
Ing. Dulce,Ceballos, Biblián,0,Pública,@@@,34.02
Calisto Eleuterio Saura,Fuentes,[BAD],0,Pública,Ocio y personales,33.25
Aureliano Tenorio,Hervia, Huaca,NO,Pública,Otros,15.48
Bastian Santiago,Gomez,Sangolquí,0,±§¶,Ocio y personales,22.53
Helena,Diaz,La Concordia,0,DAMAGED,Educación,30.74
Ruy Almazán,$$$,El Triunfo,1,Privada,Alimentación,99999.0
Eusebia Montesinos,Blasco, Shushufindi,0,INVALID,Educación,29.43
Cornelio,Flores,Catacocha,0,Pública,Transporte,23.65
Martina Rius,Huerta,Guaranda,0,Pública,[BAD],36.0
Josefina Vicente Benitez,Ruiz,DAMAGED,0,Pública,Ocio y personales,49.68
Francisca Muro,Urías,Ibarra,1,Privada,Vivienda,389.88
Víctor,Borrego-Roda,<UNK>,0,Pública,Vivienda,77.59
Esperanza Mariana,Vega, Valencia,0,Pública,Vivienda,26.09
Liliana Lilia Anguiano,Ramón,Simón Bolívar,0,Pública,Ninguno,56.38
Liceth Leidy Zuluaga,Suárez, Quevedo,0,Pública,Alimentación,63.02
,,,,,,
Sr(a). Mora,Cardozo, El Tambo,0,Pública,Vivienda,130.09
Paola Sierra,Ureña, Cañar,0,Pública,Alimentación,199.79
Luis Miguel Alfonso,Olivárez, Coronel Marcelino Maridueña,0,Pública,Otros,14.7
Prudencia Morcillo,Juan,Tena,0,Pública,Vivienda,112.19
Julián,Pintor, Guano,1,Privada,Otros,0.0
Joaquin Ruiz,Rios, Lomas de Sargentillo,0,Pública,Transporte,47.54
Dr. Alejandro,Lozada, Montalvo,0,Pública,BROKEN,103.34
Manuel Nicolau,Gordillo, Santa Rosa,BROKEN,Pública,Educación,22.53
###CORRUPT###,Prieto,San Vicente,0,Pública,Transporte,49.2
Lic. Indira,Razo,{ERR},###CORRUPT###,Privada,Alimentación,157.33
Jonatan Bonifacio Carro,Llobet, Calceta,0,Pública,Alimentación,89.49
Eva María Reyna Guzmán,Portillo,Piñas,0,Pública,Ocio y personales,11.69
María Luisa,Alcolea, Píllaro,0,Pública,Alimentación,61.61
Eduardo Gutiérrez,Romero,Ventanas,DAMAGED,Pública,Educación,ERR
Claudio Salma,Roque, Velasco Ibarra,BROKEN,Privada,Transporte,21.94
Erika Leticia Pérez,Pérez,Yaguachi,0,Pública,Educación,30.93
María Luisa Escobar,Jaramillo, Camilo Ponce Enríquez,0,Pública,Transporte,20.02
Luciana Valentino Vazquez,Martinez, Urcuquí,0,Pública,Educación,34.07
Caridad Alta Gracia Meza,Portillo,Saquisilí,@@@,Privada,Otros,22.95
Antonella Moreno,Luna, Shushufindi,0,Pública,<NULL>,82.08
Itzel Zeferino Crespo,Briseño, Ambato,0,Pública,Ocio y personales,14.45
Nerea,Nadal,Otavalo,0,Pública,Otros,16.38
Magaly,Martínez, Cuenca,0,Pública,Transporte,54.13
Cornelio del,Costa, Loreto,0,Pública,DAMAGED,82.88
Camilo Emilio,Cotto,Macas,0,Pública,Educación,16.02
Dr. Hernán,∞∞∞, Atacames,0,Pública,Transporte,42.77
María Luz Rodríguez,Gómez, Balzar,0,<script>,INVALID,27.64
Teófilo Antúnez,Martín, San Miguel de Los Bancos,[BAD],Pública,Alimentación,66.92
BROKEN,[BAD],###CORRUPT###,,,,
Vanessa Cecilia Rojas,Bustos,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Pública,DAMAGED,30.89
###CORRUPT###,Lopez, El Coca,0,Pública,Vivienda,0.0
Elena,Páez,INVALID,0,Pública,Otros,61.03
Camilo Enrique Ocampo,Vélez, Cañar,,Pública,<NULL>,82.74
David Sandoval,Ramírez, Rocafuerte,0,Pública,Educación,25.86
Santiago Benjamin Josefina Castillo,Ponce, Durán,0,Pública,Ocio y personales,33.14
,$$$,,,INVALID,,
Ceferino Venceslás Elías,∞∞∞, La Maná,0,Pública,Transporte,<NULL>
,,,,,,INVALID
Margarita Esteban,Vallejo,<UNK>,0,Pública,Transporte,31.18
Judith Hernández,,Otavalo,1,Privada,Educación,1000000000000.0
Odalis María Luisa Bru,Luján,El Triunfo,0,<NULL>,Vivienda,42.85
<NULL>,Piña, El Carmen,0,Pública,Ocio y personales,0.0
INVALID,Guzmán, Echeandía,0,Pública,Alimentación,142.68
Bautista Ciro Gonzalez,Vazquez,Bucay,1000000000000.0,Pública,Ocio y personales,27.13
BROKEN,Mendoza, Lomas de Sargentillo,1,Privada,DAMAGED,
Violeta,Berríos, Colimes,0,Pública,Otros,46.26
Juan David Ian,$$$, Chambo,0,Pública,<NULL>,25.91
Manuelita Vega,Benito, Santo Domingo,1,Privada,Otros,4.34
Catalina Pujol,Clavero, Chone,0,Pública,Vivienda,126.17
Ramiro Rosario,Polanco, Quevedo,0,Pública,Alimentación,192.46
∞∞∞,Garza, El Pangui,0,Pública,Ocio y personales,57.93
Nelly Marisela,Ybarra,Baba,0,Pública,Vivienda,108.05
Nuria Grau,Mármol, Cuenca,0,Pública,Educación,43.23
José Camila,Gamboa, Narcisa de Jesús,0,Pública,Educación,22.59
Ing. Norma,Guerra, La Libertad,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Ocio y personales,7.06
María Marcela,<NULL>, Ambato,0,Privada,Educación,41.67
Gregorio Murillo,,Babahoyo,0,Pública,Educación,$$$
Sr(a). Enzo,Ojeda, Chambo,0,Pública,Educación,17.48
Aura Navas,Garmendia, Puerto López,0,Pública,Vivienda,90.38
Rubiela,,Machachi,0,Pública,Transporte,37.33
Ernesto del,Santiago, Sucre,0,Pública,<script>,121.03
Ligia,Quintero,{ERR},0,Privada,Otros,64.47
,,,,,,
Gonzalo Acevedo,###, Isidro Ayora,0,Pública,Transporte,0.0
Sr(a). Santino,Gutierrez, Jama,0,Pública,Transporte,35.96
,Ramón, Jipijapa,0,Pública,Vivienda,215.97
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Romero,Catarama,0,Pública,Alimentación,76.18
BROKEN,Gil,Loja,0,Pública,Educación,45.23
José,<script>, Santa Rosa,NO,Pública,Vivienda,95.22
Ligia Herrera,Rivera, Huaquillas,0,Pública,Vivienda,115.14
Esperanza Milena,Suárez,[BAD],0,Pública,$$$,72.75
Sandra Trillo,Camacho,Ibarra,1,Privada,Transporte,202.25
@@@,Sánchez, San Miguel,0,Pública,,160.42
Nancy Jáquez,Otero, Biblián,<NULL>,DAMAGED,Educación,31.2
Andrés Rodríguez,Méndez, La Libertad,1,Privada,Ocio y personales,67.69
Ing. Eva,###CORRUPT###, Riobamba,1,Privada,Vivienda,157.17
Lic. Amador,Valdés,DAMAGED,DAMAGED,Pública,Alimentación,110.55
Ana Sofía Murcia,Busquets, Biblián,0,Pública,Ocio y personales,71.23
,,,,,,
María Eugenia,Zayas, El Guabo,0,±§¶,Ninguno,139.31
Itzel Zeferino Crespo,Briseño, Ambato,0,Pública,Educación,13.65
Nuria Grau,Mármol, Cuenca,0,Pública,Vivienda,163.53
Benjamin,Sanchez, Palenque,0,BROKEN,,123.6
,,,DAMAGED,,,
{ERR},, Píllaro,0,Pública,Vivienda,66.24
Victoria de,Mesa, Bahía de Caráquez,0,Pública,Ocio y personales,27.06
Sr(a). Leonel,Arreola,San Vicente,NO,Pública,Alimentación,49.89
,Moreno,BROKEN,0,[BAD],Vivienda,105.75
Charo,Pedraza-Olmo, Tabacundo,0,Privada,Educación,59.3
Vanesa Salinas,Lucero,Atuntaqui,0,Pública,Transporte,39.17
{ERR},Muñoz, Pimampiro,NO,∞∞∞,Ocio y personales,38.18
Coral de,Planas, Santa Lucía,0,Pública,Alimentación,###CORRUPT###
∞∞∞,DAMAGED,Baba,0,Pública,$$$,54.5
Amalia Casal,Sanjuan,INVALID,0,Pública,,35.15
,,,,,∞∞∞,
María Elena Araceli Vargas,Rentería, Rocafuerte,0,Pública,Educación,
Bastian,Mendoza,Pasaje,ERR,Pública,Alimentación,221.89
Noelia,Barraza, Chordeleg,0,Pública,[BAD],98.99
Miguel Iván,∞∞∞, Santo Domingo,0,Pública,Alimentación,87.64
,Sanchez,El Triunfo,0,Pública,Ocio y personales,{ERR}
INVALID,[BAD],<UNK>,0,Pública,Alimentación,[BAD]
Juan Pablo Ramiro Romero,Luna, Pedernales,NO,Pública,@@@,38.64
Benjamin,Juarez,Zaruma,0,Pública,Vivienda,72.43
Blas Hurtado,∞∞∞, Portovelo,0,Pública,Ocio y personales,30.24
,Limón, Tabacundo,BAD,<NULL>,Transporte,70.35
Lucas Santino Benjamin Diaz,Luna, Junín,0,Pública,Alimentación,34.06
,,DAMAGED,,,,[BAD]
Rosalia Delgadillo,Meza, Guano,0,Pública,Ocio y personales,28.98
Tatiana Eliana,Parra,Caluma,0,Pública,Ninguno,$$$
Ian Benjamin Zoe Flores,BROKEN, Mocache,0,Pública,DAMAGED,29.82
Dr. Rodolfo,Quintero, Mocache,BROKEN,Pública,Ocio y personales,82.34
Ana Mayerly Hoyos,López,Zaruma,0,Pública,Vivienda,99.86
Inés Linda Ordóñez,López,Jaramijó,0,Pública,Transporte,23.73
Sr(a). Ángel,Ocasio, Chordeleg,0,Pública,BROKEN,84.34
Agustina,Mate-Pintor, Echeandía,0,Pública,Otros,19.57
Lucas Gustavo Cruz,$$$,Catarama,###CORRUPT###,Pública,@@@,50.19
Karina Melo,Álvarez,<UNK>,0,Pública,Ocio y personales,40.8
Ian Victoria,Rodriguez,Ibarra,[BAD],Pública,Otros,22.94
Roldán del,Díaz,Quinsaloma,0,Pública,Otros,27.21
Daniela Ortega,Rodríguez, Atacames,0,Pública,Alimentación,193.77
,,,,,,
María Pilar Romeu,Juan, Echeandía,0,Pública,Otros,0.0
Cecilia Mateo,Corral,Ibarra,∞∞∞,BROKEN,Ocio y personales,VAL1520
Thiago Benjamin Luciano,Rivero, Huaca,0,Pública,Vivienda,0.0
José Luis del Río,Cano, Daule,0,Pública,ERR!!,41.02
Tomás,Sierra, Pedro Vicente Maldonado,0,Pública,Alimentación,72.27
Jesús Arley Oviedo,Pérez,<UNK>,0,Privada,Ninguno,33.01
Anastasia Fernández,Azorin, Baños de Agua Santa,0,Privada,Ocio y personales,DAMAGED
,Garcia,Otavalo,0,Pública,Transporte,85.49
Alexander,Gonzalez, Buena Fe,0,Pública,Vivienda,91.87
,@@@,,,,,
,,,,,,
Porfirio Apodaca,Tamez, Jama,∞∞∞,Pública,DAMAGED,0.0
,,,,,,
Clara Diana Acevedo,Ortiz,Ventanas,0,,Otros,20.42
BROKEN,Rodriguez,Zamora,BROKEN,Privada,Ocio y personales,66.38
Jazmin Francisco,Gomez, Macará,DAMAGED,DAMAGED,Ocio y personales,DAMAGED
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Giraldo,Montecristi,0,Pública,Alimentación,79.22
Benito Carmen Reynoso,Elizondo, Montalvo,0,Privada,Otros,25.01
Dante Santino,DAMAGED,El Triunfo,0,Pública,Educación,17.36
Dr(a). Julieta,INVALID,Pasaje,0,Pública,Otros,VAL4158
Abigail Angel Gabriel Barrios,INVALID, San Gabriel,0,Pública,Transporte,36.9
Jordi Santamaria,Bello, Velasco Ibarra,0,Pública,Ocio y personales,55.82
Daniel Vega,Ávila, Pedernales,0,Privada,Otros,BROKEN
,,BROKEN,,,,@@@
Arley Héctor,{ERR}, Celica,0,Pública,Transporte,78.19
María Marcela,Jiménez, Ambato,0,Privada,Vivienda,138.34
Agustín Lugo,Rivas, Biblián,0,Pública,Otros,
<NULL>,Angulo,San Vicente,0,Pública,Vivienda,129.02
Marisol Perea,Valencia,Caluma,0,Privada,Vivienda,85.57
Mirta,Palma-Cervantes, Portoviejo,0,Pública,Vivienda,INVALID
$$$,Lara, Rocafuerte,0,Pública,Transporte,39.9
Darío Luis Miguel,Angulo,San Vicente,0,Pública,Educación,30.68
Elvira Cecilia,Solís, San Miguel de Los Bancos,0,Pública,Transporte,48.05
Blanca Contreras,Gómez, Alausí,1,Privada,Transporte,115.72
Jairo,Domínguez,[BAD],0,DAMAGED,Educación,39.54
Mateo Sofia Belen,Olivera, Jama,0,Pública,Alimentación,110.24
Dr(a). Thiago Nicolas,Rios,###CORRUPT###,1,Privada,,177.11
Luca Guzman,Garcia, Alausí,0,Pública,Otros,18.0
Doris Fernanda Sierra,García, Gualaquiza,0,Pública,Transporte,45.88
,,,,,,
Álvaro Adrián Sánchez,Giraldo,Baba,0,Pública,Vivienda,
Diana Quiñones,∞∞∞,$$$,0,Pública,Educación,10.08
Manuel Gaya,Carro,BROKEN,###CORRUPT###,Privada,Alimentación,280.79
Sara Ospina,Perdomo,Jaramijó,0,###CORRUPT###,Educación,11.34
,,,,,,
Mohamed Pascual,López,Loja,,Privada,Transporte,75.33
Carlota Cueto,Bueno, Jujan,0,Pública,Alimentación,50.81
{ERR},Romero, Palora,0,Pública,Ocio y personales,19.45
Bruno Reina,DAMAGED,@@@,0,Privada,Educación,39.2
Sr(a). Ciro,Nuñez, Quevedo,0,Privada,Otros,31.02
Patricia,Mantilla, Huaquillas,1,ERR!!,Alimentación,$$$
Dr(a). Maximiliano,Gomez, Santo Domingo,1,Privada,Transporte,208.65
David Duván,Rengifo, Puerto López,1,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Vivienda,235.59
María,Rojas,Sangolquí,0,Pública,Vivienda,{ERR}
David Díaz,Correa,Catarama,1,Privada,Alimentación,207.61
DAMAGED,Giraldo,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Pública,Alimentación,62.03
Indira Lira,, Shushufindi,0,Pública,Educación,20.09
Luz Hernández,Ramírez, Tosagua,0,Pública,,228.79
Maximiliano del,Morata, Calceta,BROKEN,Pública,Ocio y personales,36.14
Jacinto,Cepeda-Real,∞∞∞,0,Pública,Ocio y personales,11.93
Dr. Nayeli,Escobar,Yaguachi,0,Pública,Ocio y personales,31.14
,,,,,Ninguno,
Luciana Blanco,Calleja, Montalvo,0,Pública,Ocio y personales,20.5
Fidel Maldonado,Nicolás, Tulcán,1,Privada,Educación,19.8
Pilar Albero,Montalbán, Huaquillas,1,Privada,Alimentación,<NULL>
Caridad María Eugenia,BROKEN, Cañar,0,Pública,Transporte,41.01
Sandra Fuentes,Vásquez,<UNK>,0,Pública,Alimentación,155.41
,,,,,,{ERR}
Santiago Isabella Acuña,Suarez, Quevedo,0,[BAD],Educación,12.49
Tiziano,Romero,Yantzaza,0,Pública,Educación,11.02
Alexander Pulido,DAMAGED,Jaramijó,1,Privada,BROKEN,134.93
Micaela,, Loreto,0,Pública,Alimentación,227.54
,Viñas,El Ángel,1,BROKEN,###CORRUPT###,∞∞∞
,Benitez, Valencia,0,Pública,Ninguno,42.33
Pedro Victoria,Moreno,Piñas,<NULL>,Pública,Educación,11.74
