nombre,apellido,becado,tipo_ingreso,tipo_universidad,ingreso_cantidad
Jose Ignacio Maza,Adadia,0,Trabajo,Privada,158.0
Milagros Benjamin Martinez,Sosa,0,Apoyo familiar,Pública,348.96
Virginia Amaya,Sánchez,0,Trabajo,Pública,282.03
Virginia Amaya,Sánchez,0,Crédito educativo,Pública,307.38
Virginia Amaya,Sánchez,0,Apoyo familiar,Pública,343.18
Rocío,Blanco,0,Apoyo familiar,Privada,374.67
María Liceth Vargas,Buitrago,1,Apoyo familiar,Privada,514.89
María Liceth Vargas,Buitrago,1,Beca,Privada,374.74
Camila,Barrios,0,Trabajo,Pública,278.97
Camila,Barrios,0,Apoyo familiar,Pública,175.14
Orlando,Pérez,0,Crédito educativo,Pública,297.71
Luciana Valentino Vazquez,Martinez,0,Crédito educativo,Pública,302.99
Sr(a). Julieta,Rodriguez,0,Trabajo,Pública,296.81
Sr(a). Thiago,Hernandez,1,Apoyo familiar,Privada,514.58
Sr(a). Thiago,Hernandez,1,Beca,Privada,532.59
Valentino Benitez,Sanchez,0,Trabajo,Pública,269.58
Valentino Benitez,Sanchez,0,Crédito educativo,Pública,319.25
Javier Felipe Salamanca,Restrepo,0,Apoyo familiar,Privada,518.11
Anunciación Checa,Mate,0,Apoyo familiar,Pública,261.76
Ing. José Luis,Cavazos,0,Trabajo,Pública,264.35
Myriam,Medina,0,Apoyo familiar,Pública,292.38
Malena Coronel,Gutierrez,0,Trabajo,Pública,218.09
Amaro León,Campo,0,Apoyo familiar,Pública,303.48
Lucy Amparo,Barrios,0,Crédito educativo,Pública,236.03
Raimundo Vicente,Baena,0,Apoyo familiar,Pública,500.91
Dr. Ramiro,Saldivar,0,Apoyo familiar,Pública,443.96
Zeferino Timoteo,Correa,0,Crédito educativo,Pública,415.22
Humberto,Rubio,0,Crédito educativo,Pública,226.63
Humberto,Rubio,0,Apoyo familiar,Pública,355.64
Sr(a). Juan Ignacio,Gonzalez,0,Trabajo,Pública,185.32
Sr(a). Juan Ignacio,Gonzalez,0,Crédito educativo,Pública,258.26
Sr(a). Juan Ignacio,Gonzalez,0,Apoyo familiar,Pública,286.39
Ariadna,Huertas,0,Apoyo familiar,Pública,444.01
Mario Alvarado,Santiago,0,Apoyo familiar,Privada,452.68
Isabella,Gomez,0,Apoyo familiar,Pública,425.71
Lautaro Nahuel,Maldonado,0,Trabajo,Pública,280.21
Edinson Mario Mejía,Acevedo,1,Apoyo familiar,Privada,727.48
Edinson Mario Mejía,Acevedo,1,Beca,Privada,321.21
Víctor Fabiola de la,Rosa,0,Apoyo familiar,Pública,389.49
Mauro,Longoria,0,Apoyo familiar,Privada,510.51
Carol Esther,Soto,0,Apoyo familiar,Pública,400.5
Genaro,Gomez,0,Apoyo familiar,Pública,344.18
Felipe,Garcia,0,Apoyo familiar,Pública,331.52
Gema,Alba-Mateo,0,Apoyo familiar,Pública,382.28
Isidora Alondra Pacheco,Chaparro,0,Apoyo familiar,Pública,317.8
Victoria,Chavez,0,Apoyo familiar,Pública,328.27
Carolina Sonia Giraldo,Martínez,0,Apoyo familiar,Pública,350.84
Vanesa Ramón Mojica,Rico,0,Apoyo familiar,Pública,431.23
Victoria Hernán Orta,Barreto,0,Apoyo familiar,Pública,275.75
Luisina,Juarez,0,Trabajo,Pública,287.96
Luisina,Juarez,0,Apoyo familiar,Pública,406.1
Ing. Victoria,Sotelo,0,Trabajo,Privada,289.29
Ing. Victoria,Sotelo,0,Apoyo familiar,Privada,414.65
Doris Fernández,Murillo,0,Apoyo familiar,Pública,232.32
Martina Roldan,Fernandez,0,Apoyo familiar,Pública,390.54
Josep Tamayo,Morales,0,Trabajo,Pública,259.38
Josep Tamayo,Morales,0,Apoyo familiar,Pública,422.51
Bernardo Delia,Olivo,1,Apoyo familiar,Privada,423.11
Bernardo Delia,Olivo,1,Beca,Privada,570.87
Isabella Martinez,Gonzalez,0,Apoyo familiar,Privada,603.93
Rafaela Perelló,Andreu,0,Apoyo familiar,Pública,281.41
Bianca María del Carmen Ocasio,Cepeda,0,Crédito educativo,Pública,282.95
Bianca María del Carmen Ocasio,Cepeda,0,Apoyo familiar,Pública,434.45
Flavio Mitzy,Quezada,0,Apoyo familiar,Pública,447.37
Diana Ana Aguilar,Montes,0,Apoyo familiar,Pública,275.28
Rodolfo Alva,Caldera,0,Trabajo,Pública,267.57
Clara Adame,Murillo,0,Apoyo familiar,Pública,211.95
Sr(a). Alma,Castillo,0,Apoyo familiar,Pública,394.36
Zoe Jazmin Franco,Herrera,0,Apoyo familiar,Pública,489.53
Edwin Julio,Hernández,0,Apoyo familiar,Pública,284.73
Inmaculada Peñalver,Belda,1,Apoyo familiar,Privada,408.94
Inmaculada Peñalver,Belda,1,Beca,Privada,487.28
Rosendo Villar,Martí,0,Apoyo familiar,Pública,294.31
Josep Gual,Aznar,0,Trabajo,Pública,218.09
Martha,Ibarra,0,Apoyo familiar,Pública,358.56
Hernando García,Bohórquez,0,Apoyo familiar,Pública,360.62
Mónica Paola,Delgado,0,Apoyo familiar,Pública,470.79
Edwin Vásquez,Galindo,0,Apoyo familiar,Pública,307.67
Jeremias Martina Flores,Diaz,0,Apoyo familiar,Pública,245.29
Cristian Murcia,Barrios,0,Apoyo familiar,Pública,272.33
Antonia,Valle,0,Crédito educativo,Pública,298.62
Antonia,Valle,0,Apoyo familiar,Pública,300.0
Andrea Rico,Berrocal,0,Apoyo familiar,Pública,330.34
Victoria Martina,Gonzalez,0,Crédito educativo,Pública,272.76
Victoria Martina,Gonzalez,0,Apoyo familiar,Pública,429.6
Luis Manuel Mateo Madrigal,Gil,1,Otro,Privada,462.65
Luis Manuel Mateo Madrigal,Gil,1,Apoyo familiar,Privada,578.43
Luis Manuel Mateo Madrigal,Gil,1,Beca,Privada,439.93
Albert Ferrández,Pinilla,0,Trabajo,Pública,221.75
Albert Ferrández,Pinilla,0,Otro,Pública,407.1
Juliana de,Pombo,0,Apoyo familiar,Pública,361.03
Pedro Pedro,Fernandez,0,Crédito educativo,Pública,321.85
Pedro Pedro,Fernandez,0,Otro,Pública,393.72
Alfonsina Chavez,Torres,0,Otro,Pública,353.17
Alfonsina Chavez,Torres,0,Apoyo familiar,Pública,325.88
Marco Antonio Ana Luisa Granados,Gómez,0,Trabajo,Pública,213.6
Marco Antonio Ana Luisa Granados,Gómez,0,Apoyo familiar,Pública,377.69
Adelina,Gordillo-Rey,0,Apoyo familiar,Pública,373.8
Ulises Iborra,Barberá,0,Trabajo,Privada,309.64
Bernardino Ródenas,Escribano,0,Otro,Pública,425.55
Lucía,Agudelo,1,Trabajo,Privada,290.84
Lucía,Agudelo,1,Beca,Privada,354.12
Catalina Samuel Otero,Roque,0,Apoyo familiar,Pública,422.86
Antonio Ibáñez,Fuster,0,Trabajo,Pública,293.62
Antonio Ibáñez,Fuster,0,Apoyo familiar,Pública,271.02
Alfonsina Alma Mia Acosta,Sanchez,0,Apoyo familiar,Pública,409.54
Ignacio,Vargas,0,Apoyo familiar,Pública,352.53
Gustavo César,Martínez,0,Apoyo familiar,Pública,355.67
Dr(a). Victoria,Diaz,0,Apoyo familiar,Pública,360.43
Dr. Hilda,Uribe,0,Apoyo familiar,Pública,341.95
José Emilio Collado,Aranda,0,Apoyo familiar,Pública,434.79
Violeta,Rendón,1,Apoyo familiar,Privada,483.41
Violeta,Rendón,1,Beca,Privada,371.54
Josep Aragón,León,0,Crédito educativo,Pública,276.39
Jesús Paz,Martínez,0,Trabajo,Pública,182.77
Benjamin,Alvarez,0,Otro,Pública,416.12
Benjamin,Alvarez,0,Apoyo familiar,Pública,525.26
Francisco Alvarez,Dominguez,0,Apoyo familiar,Pública,388.74
Alcides Kike Oliveras,Amo,0,Crédito educativo,Pública,376.52
Alcides Kike Oliveras,Amo,0,Apoyo familiar,Pública,341.4
Anderson,Vega,0,Trabajo,Pública,276.67
Anderson,Vega,0,Apoyo familiar,Pública,419.52
Paola Roura,Roma,0,Crédito educativo,Privada,373.09
Paola Roura,Roma,0,Otro,Privada,308.89
Leonel Pons,Madrigal,0,Trabajo,Pública,268.07
Leonel Pons,Madrigal,0,Otro,Pública,233.78
Leonel Pons,Madrigal,0,Apoyo familiar,Pública,455.91
Franco,Ortiz,0,Trabajo,Pública,238.86
Franco,Ortiz,0,Crédito educativo,Pública,363.91
Yeimy Correa,Ángel,1,Trabajo,Privada,322.63
Yeimy Correa,Ángel,1,Apoyo familiar,Privada,402.78
Yeimy Correa,Ángel,1,Beca,Privada,410.04
Adela Gilberto,Lara,0,Apoyo familiar,Pública,423.55
Rogelio del,Nebot,1,Apoyo familiar,Privada,419.61
Rogelio del,Nebot,1,Beca,Privada,295.44
Mora Sosa,Dominguez,0,Apoyo familiar,Pública,334.29
Fabio Montesinos,Lamas,0,Apoyo familiar,Pública,380.44
María Teresa,Alfaro,0,Trabajo,Pública,251.97
María Teresa,Alfaro,0,Apoyo familiar,Pública,252.57
Valentin Martin,Suarez,0,Crédito educativo,Pública,221.05
Valentin Martin,Suarez,0,Otro,Pública,332.2
Ana Luisa,Venegas,0,Trabajo,Pública,143.37
Vidal,Miralles-Baró,0,Apoyo familiar,Pública,351.68
Valentina Maia,Perez,1,Apoyo familiar,Privada,595.45
Valentina Maia,Perez,1,Beca,Privada,384.49
Francisco Joaquin,Hernandez,0,Trabajo,Pública,251.22
Francisco Joaquin,Hernandez,0,Crédito educativo,Pública,289.11
Baudelio de,Espinosa,0,Apoyo familiar,Pública,382.38
Dr(a). Martina,Vera,0,Apoyo familiar,Pública,425.97
Eduardo,Alegre-Osuna,0,Apoyo familiar,Pública,478.42
Custodia Felicia Canales,Berenguer,0,Apoyo familiar,Pública,235.74
Bianca Martinez,Romero,0,Apoyo familiar,Pública,225.28
Andrés Osorio,Gutiérrez,1,Apoyo familiar,Privada,430.37
Andrés Osorio,Gutiérrez,1,Beca,Privada,532.18
María Dolores Palomino,Naranjo,0,Apoyo familiar,Pública,284.91
Agustin Renzo Rios,Fernandez,0,Apoyo familiar,Pública,482.1
Carlito Xavier Amigó,Camino,1,Apoyo familiar,Privada,328.25
Carlito Xavier Amigó,Camino,1,Beca,Privada,441.06
Nayeli Nancy Verdugo,Montañez,0,Apoyo familiar,Pública,209.26
Rodolfo,Apodaca,0,Otro,Pública,378.82
Violeta,Berríos,0,Apoyo familiar,Pública,350.66
Lorenzo del,Carrión,0,Apoyo familiar,Pública,352.51
Jovita Mónica Zamorano,Viña,1,Apoyo familiar,Privada,468.64
Jovita Mónica Zamorano,Viña,1,Beca,Privada,423.86
Thiago Benjamin Miguel Angel Garcia,Martinez,0,Trabajo,Pública,231.47
Thiago Benjamin Miguel Angel Garcia,Martinez,0,Apoyo familiar,Pública,265.97
Esther María Eugenia Mascareñas,Carrillo,0,Apoyo familiar,Pública,303.78
Lucas,Nájera,1,Apoyo familiar,Privada,542.62
Lucas,Nájera,1,Beca,Privada,453.37
Manuelita Vega,Benito,1,Otro,Privada,235.74
Manuelita Vega,Benito,1,Beca,Privada,236.41
Ricardo Daniel Guerrero,Jaramillo,0,Apoyo familiar,Pública,364.03
Dr. Lorenzo,Viera,0,Apoyo familiar,Pública,454.8
Mtro. Gonzalo,Mondragón,0,Trabajo,Pública,290.37
Mtro. Gonzalo,Mondragón,0,Apoyo familiar,Pública,343.5
María Laura,Castrillón,0,Trabajo,Pública,227.31
María Laura,Castrillón,0,Otro,Pública,333.26
Tiziano Valentin Thiago Lionel,Gonzalez,0,Apoyo familiar,Pública,427.27
Dorotea Soriano,Cabrero,0,Apoyo familiar,Pública,361.27
Luis Manuel Alva de la,Crúz,0,Trabajo,Pública,352.1
Luis Manuel Alva de la,Crúz,0,Otro,Pública,344.97
José Ángel Ávila,Pons,0,Apoyo familiar,Pública,359.97
Juan Ignacio Genaro Martinez,Garcia,0,Trabajo,Pública,262.41
Juan Ignacio Genaro Martinez,Garcia,0,Otro,Pública,497.64
William Mario,Portilla,0,Apoyo familiar,Pública,287.25
Rafael Pacheco,Sanchez,0,Trabajo,Pública,315.18
Thiago Nicolas,Benitez,0,Apoyo familiar,Pública,402.82
Maria Paz Lisandro,Nuñez,0,Trabajo,Pública,222.35
Maria Paz Lisandro,Nuñez,0,Apoyo familiar,Pública,421.45
Victorino Aguilera,Pelayo,0,Trabajo,Pública,225.12
Victorino Aguilera,Pelayo,0,Apoyo familiar,Pública,295.94
Juan Cruz,Lopez,0,Apoyo familiar,Pública,297.81
Martha Esther,Martínez,0,Apoyo familiar,Pública,228.01
Juan Cruz Juan Cruz Lopez,Fernandez,0,Trabajo,Pública,273.58
Juan Cruz Juan Cruz Lopez,Fernandez,0,Apoyo familiar,Pública,237.11
Norma,Ledesma,0,Otro,Pública,462.77
Carolina Ana,Gutiérrez,0,Apoyo familiar,Pública,349.97
Delfina,Lopez,1,Apoyo familiar,Privada,587.13
Delfina,Lopez,1,Beca,Privada,422.59
Lucila Nelly,Hernández,0,Apoyo familiar,Pública,328.93
Ing. Darío,Amaya,0,Trabajo,Pública,242.48
Lupita de,Agudo,0,Apoyo familiar,Pública,327.62
Thiago Garcia,Duarte,0,Apoyo familiar,Pública,277.43
Maximo,Rivero,0,Otro,Pública,249.29
Maximo,Rivero,0,Apoyo familiar,Pública,329.17
Clara Matilde,González,0,Otro,Pública,390.47
Thiago Benjamin,Guzman,0,Apoyo familiar,Pública,365.86
Yeny Mariela,Sarmiento,0,Apoyo familiar,Pública,442.34
Itzel Cortez,Sarabia,0,Apoyo familiar,Privada,567.21
Daniel,Galvis,0,Trabajo,Pública,229.38
Daniel,Galvis,0,Apoyo familiar,Pública,368.53
Violeta Arenas,Rosselló,0,Apoyo familiar,Pública,338.61
Ester,Falcón,0,Trabajo,Pública,250.39
Ester,Falcón,0,Otro,Pública,430.83
Ester,Falcón,0,Apoyo familiar,Pública,306.29
Donato Cerro,Peñalver,1,Apoyo familiar,Privada,403.4
Donato Cerro,Peñalver,1,Beca,Privada,349.35
Gabino Mariano,Coronado,0,Trabajo,Privada,176.86
Gabino Mariano,Coronado,0,Otro,Privada,407.37
Gabino Mariano,Coronado,0,Apoyo familiar,Privada,506.81
Maria Paz Emilia,Diaz,0,Otro,Pública,351.0
Tatiana,Gargallo,0,Otro,Pública,438.93
Anabel Trujillo,Gallardo,0,Apoyo familiar,Pública,408.99
Lourdes Irizarry,Olivares,0,Apoyo familiar,Pública,442.51
Maximiliano Olga Dueñas,Macías,0,Trabajo,Pública,258.17
Yolanda Mercedes Saiz,Orosco,0,Apoyo familiar,Pública,266.98
Jesús Alberto Corredor,Triana,0,Trabajo,Pública,238.97
Jesús Alberto Corredor,Triana,0,Apoyo familiar,Pública,298.54
Eugenio Valencia,Durán,0,Otro,Pública,282.2
Eugenio Valencia,Durán,0,Apoyo familiar,Pública,343.87
Jesús Montaña,Carballo,0,Apoyo familiar,Pública,324.24
Hernando Perdomo,Ramos,1,Trabajo,Privada,243.81
Hernando Perdomo,Ramos,1,Crédito educativo,Privada,276.14
Hernando Perdomo,Ramos,1,Apoyo familiar,Privada,374.51
Hernando Perdomo,Ramos,1,Beca,Privada,457.77
Dr(a). Luciano,Gonzalez,1,Trabajo,Privada,263.46
Dr(a). Luciano,Gonzalez,1,Apoyo familiar,Privada,620.28
Dr(a). Luciano,Gonzalez,1,Beca,Privada,367.65
Hilda Socorro Martínez,Fuentes,0,Trabajo,Pública,191.19
Camilo Anderson,Salazar,1,Apoyo familiar,Privada,538.82
Camilo Anderson,Salazar,1,Beca,Privada,468.56
Marcela,Padilla,0,Apoyo familiar,Privada,538.48
Lucía,Peña,0,Otro,Pública,390.69
Dr. Socorro,Carmona,0,Apoyo familiar,Pública,273.68
Angie Rodríguez,Camargo,0,Apoyo familiar,Pública,282.5
Fausto Romero,Sosa,0,Apoyo familiar,Pública,328.29
Juan Antonio Galvez,Paredes,0,Apoyo familiar,Pública,443.79
Omar Leonardo,Girón,0,Trabajo,Pública,268.99
Omar Leonardo,Girón,0,Otro,Pública,259.01
Yasmín Quintero,Rojas,0,Trabajo,Pública,234.48
Yasmín Quintero,Rojas,0,Otro,Pública,392.84
Alejandro Almonte,Soto,1,Apoyo familiar,Privada,397.13
Alejandro Almonte,Soto,1,Beca,Privada,551.34
Gisela,Toro,0,Apoyo familiar,Pública,408.57
Epifanio Mata,Amador,1,Apoyo familiar,Privada,443.66
Epifanio Mata,Amador,1,Beca,Privada,476.97
Aldo Georgina,Castañeda,0,Trabajo,Pública,223.77
Aldo Georgina,Castañeda,0,Apoyo familiar,Pública,396.53
Valentino,Villalba,0,Otro,Pública,207.6
María Johana,Narváez,0,Crédito educativo,Pública,233.57
María Johana,Narváez,0,Apoyo familiar,Pública,273.35
Benjamin Rivero,Juarez,0,Apoyo familiar,Pública,431.5
Rolando Ornelas,Esquibel,0,Apoyo familiar,Pública,367.01
Alejandro Alfredo,Suárez,0,Crédito educativo,Pública,265.33
Santino Faustino,Silva,0,Crédito educativo,Privada,263.75
Pedro Delfina Ramirez,Garcia,0,Apoyo familiar,Pública,253.87
Liliana Azucena Padilla,Angarita,0,Crédito educativo,Pública,267.83
Consuelo Amat,Puerta,0,Apoyo familiar,Pública,334.52
José Eduardo,Romero,0,Trabajo,Pública,196.94
Flavio Calixto Blanes,Bustos,0,Trabajo,Pública,247.73
Minerva Rosalia,Haro,0,Trabajo,Pública,273.65
Minerva Rosalia,Haro,0,Crédito educativo,Pública,287.19
Heriberto Sáenz,Zabala,0,Trabajo,Pública,283.14
Heriberto Sáenz,Zabala,0,Otro,Pública,364.0
Miguel Hernádez,Patiño,0,Trabajo,Pública,256.99
Wilmer José,Barrios,0,Apoyo familiar,Pública,421.53
Thiago Benjamin Diaz,Ortiz,0,Apoyo familiar,Pública,256.87
Dr(a). Josefina,Ferreyra,0,Apoyo familiar,Pública,362.01
Guillermo Rafael Andrade,Ángel,1,Apoyo familiar,Privada,390.16
Guillermo Rafael Andrade,Ángel,1,Beca,Privada,330.31
Ibán Berenguer,Peña,0,Trabajo,Pública,269.06
Ibán Berenguer,Peña,0,Apoyo familiar,Pública,368.1
Cynthia Solís,Casas,1,Crédito educativo,Privada,337.09
Cynthia Solís,Casas,1,Beca,Privada,630.79
Marcela Camila,Arellano,0,Otro,Pública,423.17
Marcela Camila,Arellano,0,Apoyo familiar,Pública,336.8
Joaquin,Cordoba,1,Apoyo familiar,Privada,478.87
Joaquin,Cordoba,1,Beca,Privada,479.72
Lautaro Ezequiel Manuel,Ruiz,0,Apoyo familiar,Pública,369.33
Marina Milena,Caballero,0,Apoyo familiar,Pública,388.09
Mario Manuel,Bernal,0,Crédito educativo,Privada,168.23
Mario Manuel,Bernal,0,Apoyo familiar,Privada,500.11
Octavio Emilia Nieto,Solano,0,Apoyo familiar,Pública,360.71
Miguel Willian Carmona,Pinzón,0,Apoyo familiar,Pública,410.23
Ofelia Mario,Alarcón,0,Apoyo familiar,Pública,399.29
Juan Correa,Chacón,1,Crédito educativo,Privada,334.95
Juan Correa,Chacón,1,Apoyo familiar,Privada,412.5
Juan Correa,Chacón,1,Beca,Privada,297.02
Pascual Ciríaco Flores,Burgos,0,Otro,Pública,482.3
Catalina Lucía Luna,Rodriguez,0,Apoyo familiar,Pública,312.31
Soledad Adela Espinoza,Laureano,1,Crédito educativo,Privada,383.61
Soledad Adela Espinoza,Laureano,1,Beca,Privada,542.12
Dario Suárez,Pineda,0,Apoyo familiar,Privada,458.19
Lucas Santino Benjamin Diaz,Luna,0,Otro,Pública,215.38
Enrique,Escalona,0,Crédito educativo,Pública,400.14
Patricia Beatriz,Franco,0,Apoyo familiar,Pública,299.6
Dante Elena Juarez,Martin,0,Trabajo,Pública,330.74
Dante Elena Juarez,Martin,0,Otro,Pública,307.09
Mateo Sofia Belen,Olivera,0,Otro,Pública,424.81
Brunilda Bienvenida Cózar,Talavera,0,Apoyo familiar,Pública,430.27
Angélica Azorin,Cerro,1,Otro,Privada,287.57
Angélica Azorin,Cerro,1,Apoyo familiar,Privada,513.03
Angélica Azorin,Cerro,1,Beca,Privada,388.81
Vicente,Romero,0,Crédito educativo,Pública,399.89
Lino del,Pi,0,Apoyo familiar,Pública,345.68
Benicio,Mansilla,0,Apoyo familiar,Pública,389.29
Mayra Piedad,Pedraza,0,Crédito educativo,Pública,356.98
Mayra Piedad,Pedraza,0,Trabajo,Pública,247.03
Mayra Piedad,Pedraza,0,Apoyo familiar,Pública,489.55
Mireya Londoño,Rincón,0,Trabajo,Pública,261.21
Yaneth Marina,Romero,0,Apoyo familiar,Privada,464.93
Tania Solano,Oliva,0,Crédito educativo,Pública,203.31
Tania Solano,Oliva,0,Otro,Pública,200.28
Ana Paula Thiago Lionel,Ayala,1,Trabajo,Privada,233.18
Ana Paula Thiago Lionel,Ayala,1,Beca,Privada,551.2
José Luis,Duarte,0,Apoyo familiar,Pública,281.76
Ismael,Paniagua,1,Crédito educativo,Privada,229.24
Ismael,Paniagua,1,Apoyo familiar,Privada,507.89
Ismael,Paniagua,1,Beca,Privada,527.52
Rodrigo Marín,Méndez,1,Apoyo familiar,Privada,650.34
Rodrigo Marín,Méndez,1,Beca,Privada,285.26
Zoraida Izaguirre,Valverde,0,Apoyo familiar,Pública,415.72
Elena Alexandra Llopis,Tejero,0,Apoyo familiar,Pública,326.45
Jeronimo Vega,Perez,0,Apoyo familiar,Pública,296.55
Sandra,Anglada-Sotelo,0,Trabajo,Pública,268.96
Joaquin,Cardozo,1,Apoyo familiar,Privada,612.27
Joaquin,Cardozo,1,Beca,Privada,423.65
Gil Andres,Coronado,1,Trabajo,Privada,130.48
Gil Andres,Coronado,1,Beca,Privada,446.57
Armando Lourdes,Casares,0,Apoyo familiar,Pública,330.76
Merche Barrios,Miralles,0,Trabajo,Pública,276.88
Merche Barrios,Miralles,0,Apoyo familiar,Pública,381.2
Eligia de,Alegria,0,Trabajo,Pública,236.0
Efrain Juan,Rengifo,0,Trabajo,Pública,186.05
Efrain Juan,Rengifo,0,Otro,Pública,360.6
Heidy,Castillo,0,Apoyo familiar,Pública,326.61
Clemente Valls,Coloma,0,Otro,Pública,263.52
Clemente Valls,Coloma,0,Apoyo familiar,Pública,400.39
Andrea María,León,0,Apoyo familiar,Pública,344.74
Juan Manuel Maite,Acuña,0,Trabajo,Pública,238.02
Juan Manuel Maite,Acuña,0,Apoyo familiar,Pública,428.91
Julio,González,0,Trabajo,Pública,259.32
Julio,González,0,Crédito educativo,Pública,256.1
Julio,González,0,Apoyo familiar,Pública,483.47
Sr(a). Tiziano,Medina,0,Apoyo familiar,Pública,364.46
Ciriaco Boix,Estevez,0,Trabajo,Pública,288.44
Jenny,Angulo,0,Otro,Pública,290.83
María Luisa Ariadna Gurule,Manzanares,0,Crédito educativo,Pública,321.79
Horacio Ana,Ojeda,0,Crédito educativo,Pública,449.1
Horacio Ana,Ojeda,0,Otro,Pública,380.17
Horacio Ana,Ojeda,0,Apoyo familiar,Pública,327.01
Isabel Ospina,Peña,0,Trabajo,Pública,194.89
Isabel Ospina,Peña,0,Crédito educativo,Pública,320.85
Elvira Diana Lucero,Huerta,0,Crédito educativo,Pública,305.2
Catalina Benicio Torres,Ramos,0,Apoyo familiar,Pública,376.15
Martina Miguel Angel,Alvarez,0,Crédito educativo,Pública,311.49
Javier,Lomeli,0,Apoyo familiar,Pública,395.58
Nadia Pedro Jiménez,Bustamante,0,Trabajo,Pública,322.37
Nadia Pedro Jiménez,Bustamante,0,Crédito educativo,Pública,334.09
Esteban Mayte Ibarra,Aparicio,0,Trabajo,Pública,197.52
Esteban Mayte Ibarra,Aparicio,0,Crédito educativo,Pública,381.75
Mónica,Estrada,0,Apoyo familiar,Pública,465.91
Valentin Juan Cruz,Ortiz,0,Apoyo familiar,Pública,581.75
Odalys Calvo,Palmer,0,Apoyo familiar,Pública,274.22
Humberto Talavera,Nadal,0,Crédito educativo,Privada,314.57
Humberto Talavera,Nadal,0,Apoyo familiar,Privada,287.57
Andrea Gloria,Pérez,0,Trabajo,Pública,277.66
Marcela Reyes,Villaseñor,0,Apoyo familiar,Privada,438.54
Agustin,Martinez,0,Apoyo familiar,Pública,485.86
Jairo Diego,Gómez,0,Trabajo,Pública,211.27
Jairo Diego,Gómez,0,Apoyo familiar,Pública,232.33
Sr(a). Lucía,Polanco,0,Apoyo familiar,Privada,445.07
Orlando Pérez,Pérez,1,Trabajo,Privada,151.23
Orlando Pérez,Pérez,1,Beca,Privada,565.07
Damaris Amparo Hernández,Vergara,0,Otro,Pública,298.37
Damaris Amparo Hernández,Vergara,0,Trabajo,Pública,290.99
Fabián Cid,Oliva,0,Trabajo,Pública,146.11
Fabián Cid,Oliva,0,Apoyo familiar,Pública,336.2
Mateo,Gonzalez,0,Apoyo familiar,Pública,519.1
Débora Hermelinda,Maldonado,1,Apoyo familiar,Privada,533.62
Débora Hermelinda,Maldonado,1,Beca,Privada,410.69
Desiderio Frutos,Rueda,0,Apoyo familiar,Privada,904.32
Carmelo del,Adadia,0,Apoyo familiar,Pública,526.72
Lautaro Agustin,Castillo,0,Crédito educativo,Pública,322.63
Yolanda,Ocampo,0,Apoyo familiar,Pública,349.68
Paulina Catalina,Fernandez,0,Crédito educativo,Pública,204.26
Itzel,Leyva,0,Apoyo familiar,Privada,463.78
Dr(a). Mateo Benjamin,Sosa,0,Apoyo familiar,Pública,382.08
Venceslás de,Gutierrez,0,Trabajo,Pública,214.25
Enrique Emilio,León,0,Trabajo,Pública,219.5
Mia Valentina Fernandez,Lopez,1,Apoyo familiar,Privada,651.21
Mia Valentina Fernandez,Lopez,1,Beca,Privada,380.23
Manuel Aurelio Mojica,Olivo,0,Apoyo familiar,Pública,282.21
Cornelio,Linares,1,Otro,Privada,210.94
Cornelio,Linares,1,Beca,Privada,499.29
Pedro Ramos,Muñoz,0,Apoyo familiar,Pública,336.06
Mateo Thiago Ezequiel,Miranda,0,Apoyo familiar,Pública,321.45
Lautaro Ponce,Ferreyra,0,Apoyo familiar,Pública,344.65
Mateo Fernandez,Gimenez,1,Otro,Privada,371.27
Mateo Fernandez,Gimenez,1,Apoyo familiar,Privada,356.22
Mateo Fernandez,Gimenez,1,Beca,Privada,289.03
Pilar Campos,Ruiz,1,Apoyo familiar,Privada,381.8
Pilar Campos,Ruiz,1,Beca,Privada,396.28
Ibán Efraín Carmona,Sanjuan,0,Apoyo familiar,Pública,336.53
Esteban Elkin Domínguez,González,0,Apoyo familiar,Privada,518.42
Óscar,Olivera,1,Apoyo familiar,Privada,600.11
Óscar,Olivera,1,Beca,Privada,355.79
Abraham Navas,Jordá,0,Apoyo familiar,Pública,427.26
Ing. María Elena,Puga,0,Apoyo familiar,Pública,273.88
Elisabet Ariño,Carrión,0,Trabajo,Privada,108.05
Elisabet Ariño,Carrión,0,Otro,Privada,295.41
Guadalupe,Paez,0,Trabajo,Pública,297.84
Guadalupe,Paez,0,Apoyo familiar,Pública,416.78
Alejandro,Gil,1,Trabajo,Privada,248.48
Alejandro,Gil,1,Beca,Privada,477.07
Débora de,Marcos,0,Trabajo,Pública,360.21
Débora de,Marcos,0,Otro,Pública,367.77
José Valencia,Acevedo,0,Apoyo familiar,Pública,347.97
Patricia Arce,Prieto,0,Apoyo familiar,Pública,307.22
Arturo Oswaldo,Cabrera,0,Apoyo familiar,Pública,359.29
Tania Miguel,Prado,0,Apoyo familiar,Pública,446.61
Yamid Santiago,Vargas,0,Apoyo familiar,Pública,236.13
Bautista Torres,Fernandez,0,Trabajo,Pública,261.77
Loida Bermúdez,Nebot,0,Apoyo familiar,Pública,312.98
Diego Díaz,Cano,0,Trabajo,Pública,256.21
Azahar Feliu,Julián,0,Otro,Pública,237.83
Azahar Feliu,Julián,0,Crédito educativo,Pública,387.73
Erika María Córdoba,Rojas,0,Crédito educativo,Pública,326.92
