nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Marcela Reyes,Villaseñor,Pujilí, Cotopaxi,-78.8559205,-1.0077046,95.54,Privada,Universidad Internacional del Ecuador (UIDE),10,2024,2024-B,Psicopedagogía,Femenino,17,Presencial,Quito,Residencia universitaria,Chaupicruz (La Concepcion),170104
Agustin,Martinez,Catacocha, Loja,-79.6497578,-4.0503147,444.24,Pública,Universidad Central del Ecuador (UCE),6,2023,2023-A,Comercio Exterior,Femenino,21,Presencial,Quito,Familiar,San Jose De Minas,170181
Jairo Diego,Gómez, Colimes, Guayas,-80.0818751,-1.5161582,226.31,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-A,Gastronomía,Masculino,21,Presencial,Quito,Residencia universitaria,El Quinche,170160
Sr(a). Lucía,Polanco, Paute, Azuay,-78.7362416,-2.7468493,282.05,Privada,Universidad de las Américas (UDLA),9,2023,2023-B,Biología,Masculino,19,Presencial,Quito,Arrendada,Chavezpamba,170158
Orlando Pérez,Pérez, Calceta, Manabí,-80.1640382,-0.8480934,196.48,Privada,Universidad Tecnológica Equinoccial (UTE),1,2023,2023-B,Educación Inicial,Masculino,17,Presencial,Quito,Familiar,Atahualpa (Chabaspamba),170153
Damaris Amparo Hernández,Vergara,Atuntaqui, Imbabura,-78.219615,0.3316022,69.45,Pública,Escuela Politécnica Nacional (EPN),11,2024,2024-A,Psicología,Masculino,19,Presencial,Quito,Familiar,Mindo,170167
Fabián Cid,Oliva, Samborondón, Guayas,-79.7562694,-2.0155653,242.86,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-A,Trabajo Social,Femenino,21,Presencial,Quito,Familiar,Mariscal Sucre,170143
Mateo,Gonzalez, Cuenca, Azuay,-79.0041726,-2.8974072,302.67,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Biología,Masculino,19,Presencial,Quito,Arrendada,El Quinche,170160
Débora Hermelinda,Maldonado,Ventanas, Los Ríos,-79.3351558,-1.3253915,153.21,Privada,Universidad San Francisco de Quito (USFQ),12,2023,2023-B,Ciencia de Datos,Femenino,20,Presencial,Quito,Arrendada,Benalcazar,170102
Desiderio Frutos,Rueda, Guayaquil, Guayas,-80.0983887,-2.2895167,289.88,Privada,Universidad Internacional del Ecuador (UIDE),3,2023,2023-A,Artes Visuales,Masculino,24,Presencial,Quito,Residencia universitaria,Guangopolo,170162
Carmelo del,Adadia, Huaquillas, El Oro,-80.184453,-3.4756231,406.89,Pública,Universidad Central del Ecuador (UCE),4,2023,2023-A,Nutrición,Masculino,20,Presencial,Quito,Arrendada,El Batan,170122
Lautaro Agustin,Castillo, Lomas de Sargentillo, Guayas,-80.0789495,-1.8348374,250.14,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-A,Criminología,Femenino,17,Presencial,Quito,Residencia universitaria,Nayón,170170
Yolanda,Ocampo,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Pública,Universidad Central del Ecuador (UCE),6,2024,2024-B,Enfermería,Femenino,20,Presencial,Quito,Arrendada,Las Cuadras,170128
Paulina Catalina,Fernandez, Santa Ana, Manabí,-80.2631268,-1.1944701,222.78,Pública,Escuela Politécnica Nacional (EPN),10,2024,2024-A,Finanzas,Masculino,21,Presencial,Quito,Residencia universitaria,Eloy Alfaro,170125
Itzel,Leyva, Cuenca, Azuay,-79.0041726,-2.8974072,302.67,Privada,Universidad Tecnológica Indoamérica (UTI),7,2024,2024-B,Artes Visuales,Masculino,18,Presencial,Quito,Familiar,Comite Del Pueblo,170133
Dr(a). Mateo Benjamin,Sosa, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Turismo,Femenino,22,Presencial,Quito,Familiar,Yaruquì,170185
Venceslás de,Gutierrez, Buena Fe, Los Ríos,-79.5296983,-0.7488694,127.49,Pública,Escuela Politécnica Nacional (EPN),8,2023,2023-B,Ciencia de Datos,No binario,17,Presencial,Quito,Arrendada,Jipijapa,170137
Enrique Emilio,León, Tosagua, Manabí,-80.2577186,-0.7755207,203.66,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-B,Administración,Masculino,20,Presencial,Quito,Residencia universitaria,Nono,170171
Mia Valentina Fernandez,Lopez,Yaguachi, Guayas,-79.9134536,-2.2015355,269.81,Privada,Pontificia Universidad Católica del Ecuador (PUCE),1,2024,2024-B,Gastronomía,Femenino,17,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Manuel Aurelio Mojica,Olivo, Balao, Guayas,-79.7180498,-2.8852516,325.24,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-B,Arquitectura,Femenino,20,Presencial,Quito,Familiar,La Concepción,170127
Cornelio,Linares, Santa Isabel, Azuay,-79.3594118,-3.1839392,342.74,Privada,Universidad Politécnica Salesiana (UPS),3,2023,2023-A,Gastronomía,Masculino,22,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),170153
Pedro Ramos,Muñoz, Paute, Azuay,-78.7362416,-2.7468493,282.05,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Ingeniería Automotriz,Femenino,20,Presencial,Quito,Familiar,La Ferroviaria,170141
Mateo Thiago Ezequiel,Miranda, Chone, Manabí,-80.0721599,-0.3828099,174.38,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-B,Diseño Gráfico,Femenino,20,Presencial,Quito,Propia,Tumbaco,170184
Lautaro Ponce,Ferreyra, Archidona, Napo,-77.955042,-0.7160712,82.95,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-B,Artes Visuales,Masculino,21,Presencial,Quito,Arrendada,Gualea,170161
Mateo Fernandez,Gimenez, Velasco Ibarra, Guayas,-79.8779821,-2.2843364,275.19,Privada,Universidad de las Américas (UDLA),11,2024,2024-A,Turismo,Masculino,21,Presencial,Quito,Familiar,Belisario Quevedo,170129
Pilar Campos,Ruiz, San Gabriel, Carchi,-77.835319,0.598485,118.12,Privada,Universidad de las Américas (UDLA),6,2024,2024-A,Psicología,Masculino,22,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),170153
Ibán Efraín Carmona,Sanjuan, Naranjito, Guayas,-79.3904646,-2.1590388,236.66,Pública,Escuela Politécnica Nacional (EPN),9,2023,2023-A,Finanzas,Femenino,22,Presencial,Quito,Residencia universitaria,Gualea,170161
Esteban Elkin Domínguez,González, Muisne, Esmeraldas,-79.8817211,0.5387247,174.09,Privada,Universidad de las Américas (UDLA),7,2023,2023-A,Psicopedagogía,Masculino,24,Presencial,Quito,Residencia universitaria,Checa (Chilpa),170159
Óscar,Olivera,Otavalo, Imbabura,-78.2454274,0.2227636,57.5,Privada,Universidad San Francisco de Quito (USFQ),4,2024,2024-A,Trabajo Social,No binario,21,Presencial,Quito,Arrendada,Atahualpa (Chabaspamba),170153
Abraham Navas,Jordá, Huaquillas, El Oro,-80.184453,-3.4756231,406.89,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-A,Ingeniería Mecánica,Femenino,17,Presencial,Quito,Arrendada,Pomasqui,170177
Ing. María Elena,Puga, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Educación Básica,Masculino,23,Híbrida,Quito,Familiar,Jipijapa,170137
Elisabet Ariño,Carrión, Guayaquil, Guayas,-80.0983887,-2.2895167,289.88,Privada,Pontificia Universidad Católica del Ecuador (PUCE),2,2024,2024-B,Negocios Internacionales,Masculino,24,Presencial,Quito,Arrendada,Cotocollao,170103
Guadalupe,Paez,Jaramijó, Manabí,-80.6134583,-0.9743883,248.22,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-B,Ingeniería Química,Masculino,27,Presencial,Quito,Arrendada,San Marcos,170114
Alejandro,Gil, Cariamanga, Loja,-79.5559525,-4.326038,471.04,Privada,Universidad de las Américas (UDLA),5,2023,2023-A,Ingeniería en Sistemas,Masculino,24,Presencial,Quito,Arrendada,Carcelen,170120
Débora de,Marcos, Huaquillas, El Oro,-80.184453,-3.4756231,406.89,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-B,Administración,Femenino,19,Presencial,Quito,Arrendada,Tababela,170183
José Valencia,Acevedo,Manta, Manabí,-80.7191006,-0.9485853,258.39,Pública,Escuela Politécnica Nacional (EPN),11,2024,2024-B,Publicidad,Masculino,21,Presencial,Quito,Arrendada,El Batan,170122
Patricia Arce,Prieto, Portoviejo, Manabí,-80.4534134,-1.05282,234.85,Pública,Escuela Politécnica Nacional (EPN),5,2025,2025-A,Criminología,Masculino,20,Presencial,Quito,Arrendada,San Jose De Minas,170181
Arturo Oswaldo,Cabrera,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Pública,Universidad Central del Ecuador (UCE),8,2025,2025-B,Ciencia de Datos,Masculino,19,Presencial,Quito,Arrendada,Las Cuadras,170128
Tania Miguel,Prado, Valdez, Esmeraldas,-78.9826345,1.2489838,171.53,Pública,Universidad Central del Ecuador (UCE),6,2025,2025-A,Ingeniería Biomédica,Prefiere no decir,20,Híbrida,Quito,Familiar,Quitumbe,170146
Yamid Santiago,Vargas, Biblián, Cañar,-78.9802821,-2.6748261,277.86,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-B,Ingeniería Agronómica,Femenino,24,Presencial,Quito,Familiar,Yaruquì,170185
Bautista Torres,Fernandez, La Troncal, Cañar,-79.3751632,-2.433689,264.16,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-A,Ingeniería Agronómica,Femenino,17,Presencial,Quito,Arrendada,Cotocollao,170103
Loida Bermúdez,Nebot,Catacocha, Loja,-79.6497578,-4.0503147,444.24,Pública,Universidad Central del Ecuador (UCE),3,2025,2025-A,Comunicación Social,Femenino,18,Presencial,Quito,Familiar,Tumbaco,170184
Diego Díaz,Cano, Santa Ana, Manabí,-80.2631268,-1.1944701,222.78,Pública,Escuela Politécnica del Ejército (ESPE),6,2025,2025-A,Artes Visuales,Masculino,24,Presencial,Quito,Propia,Guamani,170126
Azahar Feliu,Julián,Yantzaza, Zamora Chinchipe,-78.7376344,-3.7146811,389.38,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-B,Nutrición,Femenino,24,Presencial,Quito,Arrendada,Gualea,170161
Erika María Córdoba,Rojas,Bucay, Guayas,-79.1376329,-2.2004367,230.91,Pública,Universidad Central del Ecuador (UCE),10,2023,2023-B,Ingeniería Ambiental,Masculino,19,Presencial,Quito,Propia,El Quinche,170160
Thiago Valentin Santiago Benjamin Garcia,Carrizo, Catamayo, Loja,-79.403789,-3.9912144,430.86,Pública,Universidad Central del Ecuador (UCE),3,2025,2025-A,Administración,Femenino,25,Presencial,Quito,Familiar,La Floresta,170109
Agostina Victoria,Ramirez,Azogues, Cañar,-78.8467191,-2.7380492,282.43,Privada,Universidad de las Américas (UDLA),6,2025,2025-A,Psicología,Femenino,23,En línea,Quito,Arrendada,Chavezpamba,170158
Máxima Castilla,Llobet, El Guabo, El Oro,-79.7584498,-3.1629001,355.32,Pública,Escuela Politécnica Nacional (EPN),6,2024,2024-B,Psicología,Femenino,20,Presencial,Quito,Arrendada,La Libertad,170110
Francisco Misael Ruiz,Torres,Bucay, Guayas,-79.1376329,-2.2004367,230.91,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-B,Educación Inicial,Masculino,17,Presencial,Quito,Arrendada,La Floresta,170109
Consuela Bartolomé,Maestre,Tena, Napo,-78.1083981,-0.9438718,92.16,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-A,Biología,Masculino,17,Presencial,Quito,Familiar,Ponceano,170144
Dr(a). Juan Manuel,Romero,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Pública,Escuela Politécnica Nacional (EPN),12,2024,2024-B,Química,Masculino,19,Presencial,Quito,Arrendada,Rumipamba,170147
Alexander,Gonzalez, Buena Fe, Los Ríos,-79.5296983,-0.7488694,127.49,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-B,Periodismo,Masculino,22,Presencial,Quito,Residencia universitaria,Iñaquito,170135
Javier Daniel,Restrepo, Cuenca, Azuay,-79.0041726,-2.8974072,302.67,Privada,Universidad San Francisco de Quito (USFQ),6,2024,2024-B,Derecho,Femenino,22,Presencial,Quito,Familiar,Cumbaya,170157
Julia Mateo,Alvarez, Echeandía, Bolívar,-79.2735861,-1.4469547,160.54,Pública,Universidad Central del Ecuador (UCE),1,2023,2023-A,Artes Visuales,Femenino,19,Presencial,Quito,Arrendada,Conocoto,170156
Antonella Ortiz,Rodriguez,Yaguachi, Guayas,-79.9134536,-2.2015355,269.81,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-A,Diseño de Modas,Prefiere no decir,20,Presencial,Quito,Arrendada,Chimbacalle,170121
Dr(a). Catalina,Cardozo, Santa Rosa, El Oro,-80.154904,-3.4145538,399.35,Privada,Universidad Internacional del Ecuador (UIDE),2,2023,2023-B,Educación Física,Masculino,20,Presencial,Quito,Arrendada,Belisario Quevedo,170129
Jorge,Álvarez, Cumandá, Chimborazo,-79.103584,-2.2108666,230.91,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-A,Diseño Industrial,Femenino,20,Presencial,Quito,Arrendada,El Quinche,170160
Felipe Nuñez,Rios, Pedro Carbo, Guayas,-80.3009814,-1.8672671,270.34,Pública,Universidad Central del Ecuador (UCE),4,2024,2024-B,Periodismo,Masculino,21,Presencial,Quito,Arrendada,Cotocollao,170103
Jeronimo,Gonzalez, Guano, Chimborazo,-78.6578385,-1.539923,147.64,Pública,Universidad Central del Ecuador (UCE),8,2023,2023-B,Marketing,Femenino,20,Presencial,Quito,Familiar,Tumbaco,170184
Cristobal Eduardo Montoya,Rivera, Calceta, Manabí,-80.1640382,-0.8480934,196.48,Pública,Universidad Central del Ecuador (UCE),6,2024,2024-A,Publicidad,Femenino,17,Presencial,Quito,Familiar,La Libertad,170110
Hector Gil,Galván, Valdez, Esmeraldas,-78.9826345,1.2489838,171.53,Pública,Escuela Politécnica Nacional (EPN),12,2025,2025-A,Trabajo Social,Femenino,20,Presencial,Quito,Arrendada,El Quinche,170160
Ema,Escalona-Cuenca,Guaranda, Bolívar,-79.0576662,-1.4398571,148.56,Pública,Escuela Politécnica del Ejército (ESPE),10,2023,2023-A,Publicidad,Masculino,20,Presencial,Quito,Familiar,La Merced,170164
Dr(a). Lautaro,Diaz, Cotacachi, Imbabura,-78.4507013,0.3955234,68.8,Privada,Universidad Tecnológica Indoamérica (UTI),4,2023,2023-B,Educación Básica,Femenino,23,Presencial,Quito,Arrendada,Chaupicruz (La Concepcion),170104
Hugo Víctor,Vergara,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Pública,Escuela Politécnica Nacional (EPN),5,2023,2023-B,Ingeniería Química,Femenino,18,Presencial,Quito,Arrendada,Itchimbia,170136
David Parra,Tovar,Pasaje, El Oro,-79.7625976,-3.3234936,372.0,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-A,Psicología Clínica,Femenino,21,Presencial,Quito,Familiar,Lloa,170166
Carlos Segundo Castillo,Rodríguez, Jujan, Guayas,-79.5495283,-1.9494337,224.21,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-A,Nutrición,Femenino,22,Presencial,Quito,Arrendada,La Concepción,170127
Pablo Héctor López,Murillo, Paute, Azuay,-78.7362416,-2.7468493,282.05,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-A,Comercio Exterior,Masculino,20,Presencial,Quito,Propia,Guangopolo,170162
Renata,Godoy, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Pública,Universidad Central del Ecuador (UCE),9,2023,2023-B,Nutrición,Femenino,17,Presencial,Quito,Residencia universitaria,Zàmbiza,170186
Santiago Silvano,Santacruz, La Troncal, Cañar,-79.3751632,-2.433689,264.16,Pública,Universidad Central del Ecuador (UCE),7,2025,2025-B,Marketing,Femenino,23,Presencial,Quito,Familiar,San Isidro Del Inca,170149
Marianela Patricia Rebollo,Alsina,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Pública,Escuela Politécnica del Ejército (ESPE),12,2024,2024-B,Ingeniería Mecánica,Masculino,22,Presencial,Quito,Arrendada,Lloa,170166
Ana Eugenia Duque,Angarita, Rocafuerte, Manabí,-80.4012121,-0.9032437,223.34,Pública,Universidad Central del Ecuador (UCE),1,2025,2025-A,Tecnologías de la Información,Femenino,21,Presencial,Quito,Arrendada,La Mena,170142
Verónica Rosa Porras,Vidal, Píllaro, Tungurahua,-78.5423177,-1.1725302,105.95,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-A,Diseño Industrial,Femenino,21,Presencial,Quito,Arrendada,Llano Chico,170165
María José José Carlos,Grijalva, El Carmen, Manabí,-79.5741548,-0.4809541,121.58,Privada,Pontificia Universidad Católica del Ecuador (PUCE),8,2024,2024-B,Publicidad,Femenino,17,Presencial,Quito,Familiar,Cochapamba,170132
Elvira,Medrano, Puerto López, Manabí,-80.744524,-1.5440814,288.55,Pública,Escuela Politécnica del Ejército (ESPE),4,2025,2025-A,Publicidad,Masculino,22,Presencial,Quito,Propia,Guamani,170126
Andrés Alta Gracia Fonseca,Vélez,Saraguro, Loja,-79.3063889,-3.5269465,378.14,Privada,Universidad Internacional del Ecuador (UIDE),3,2024,2024-A,Psicología,Masculino,24,Presencial,Quito,Familiar,Belisario Quevedo,170129
Emma,Juarez, Balsas, El Oro,-79.831096,-3.7742179,421.48,Pública,Escuela Politécnica Nacional (EPN),7,2024,2024-A,Diseño de Modas,Femenino,18,Presencial,Quito,Familiar,La Argelia,170139
María Teresa Mónica,Carranza,San Vicente, Manabí,-80.3761409,-0.4373946,208.65,Pública,Universidad Central del Ecuador (UCE),12,2023,2023-A,Diseño Gráfico,Masculino,24,Presencial,Quito,Familiar,La Floresta,170109
Paola Camargo,García, Colimes, Guayas,-80.0818751,-1.5161582,226.31,Pública,Escuela Politécnica del Ejército (ESPE),3,2024,2024-B,Psicopedagogía,Masculino,23,Presencial,Quito,Propia,Condado,170134
Teresita Vizcaíno,Soriano, Daule, Guayas,-79.9129307,-1.9200069,244.89,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-A,Artes Visuales,Masculino,18,En línea,Quito,Arrendada,Tumbaco,170184
Sofia Belen Campos,Cruz, Santa Rosa, El Oro,-80.154904,-3.4145538,399.35,Pública,Escuela Politécnica del Ejército (ESPE),6,2023,2023-B,Química,Femenino,20,Presencial,Quito,Propia,San Roque,170115
Miriam Luna Alvarez,Ródenas, Valdez, Esmeraldas,-78.9826345,1.2489838,171.53,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-B,Diseño Gráfico,Femenino,17,Presencial,Quito,Familiar,Perucho,170174
Juana Ruiz,Paz, Vinces, Los Ríos,-79.766045,-1.5235263,201.08,Pública,Universidad Central del Ecuador (UCE),4,2023,2023-A,Ingeniería Civil,Masculino,20,Presencial,Quito,Arrendada,La Floresta,170109
Gloria Vidal,Sacristán, Alausí, Chimborazo,-78.703566,-2.3250494,235.02,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Educación Básica,Masculino,22,Presencial,Quito,Residencia universitaria,San Blas,170113
Santino Farias,Navarro, Palora, Morona Santiago,-77.9675269,-1.6981449,175.15,Privada,Universidad San Francisco de Quito (USFQ),8,2024,2024-B,Educación Inicial,Masculino,17,Presencial,Quito,Residencia universitaria,Centro Historico,170130
Gervasio Rey,Nicolás, El Tambo, Cañar,-78.9133964,-2.4828078,255.51,Pública,Universidad Central del Ecuador (UCE),12,2024,2024-A,Marketing,Femenino,21,Presencial,Quito,Familiar,Puengasi,170145
Maximiliano Enrique,Jaime, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Privada,Universidad Tecnológica Equinoccial (UTE),1,2023,2023-B,Ingeniería Industrial,Femenino,22,Presencial,Quito,Propia,Carcelen,170120
Miguela Benavent,Sedano, Tabacundo, Pichincha,-78.2216436,0.048201,43.99,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-B,Matemáticas,Masculino,22,Presencial,Quito,Arrendada,Puengasi,170145
Matilda Alma,Ledesma, Junín, Manabí,-80.2054147,-0.9394745,204.54,Pública,Universidad Central del Ecuador (UCE),5,2024,2024-B,Marketing,Masculino,22,Presencial,Quito,Arrendada,Cotocollao,170103
Gustavo Julián Hurtado,Castellanos, Cañar, Cañar,-79.1800778,-2.4749335,261.48,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-B,Fisioterapia,Femenino,17,Presencial,Quito,Arrendada,San Isidro Del Inca,170149
Mtro. Aldonza,García,Saquisilí, Cotopaxi,-78.7312624,-0.8359835,72.67,Pública,Universidad Central del Ecuador (UCE),6,2023,2023-B,Medicina,Femenino,20,Presencial,Quito,Arrendada,Santa Prisca,170118
Esteban Jesús,Becerra, Durán, Guayas,-79.7895887,-2.2127014,263.15,Privada,Universidad Internacional del Ecuador (UIDE),6,2024,2024-B,Química,Femenino,21,Presencial,Quito,Arrendada,Chavezpamba,170158
Esteban Fredy Sánchez,Cifuentes, Tabacundo, Pichincha,-78.2216436,0.048201,43.99,Pública,Universidad Central del Ecuador (UCE),2,2025,2025-B,Enfermería,Masculino,24,Presencial,Quito,Arrendada,Jipijapa,170137
Sandra Guillermo,Olivo,Salinas, Santa Elena,-80.9237973,-2.2612497,351.24,Pública,Escuela Politécnica Nacional (EPN),8,2024,2024-B,Ingeniería Biomédica,Masculino,21,Presencial,Quito,Familiar,Yaruquì,170185
María Sandra Suárez,Orozco, Urcuquí, Imbabura,-78.1941499,0.4172921,79.22,Pública,Universidad Central del Ecuador (UCE),7,2024,2024-A,Laboratorio Clínico,Masculino,22,Presencial,Quito,Arrendada,La Argelia,170139
Humberto Omar,Orjuela, Riobamba, Chimborazo,-78.6482479,-1.6732765,162.28,Pública,Universidad Andina Simón Bolívar (UASB),1,2024,2024-A,Finanzas,Masculino,18,Presencial,Quito,Arrendada,San Blas,170113
Ana Paula,Lopez,Atuntaqui, Imbabura,-78.219615,0.3316022,69.45,Pública,Escuela Politécnica Nacional (EPN),5,2025,2025-A,Periodismo,Femenino,18,Presencial,Quito,Arrendada,La Merced,170164
Margarita Sierra,Guzmán,La Concordia, Santo Domingo de los Tsáchilas,-79.462977,-0.0441108,107.5,Pública,Escuela Politécnica del Ejército (ESPE),12,2023,2023-B,Artes Visuales,Masculino,17,Presencial,Quito,Arrendada,Gonzalez Suarez,170107
Lara,Aguero, Valencia, Los Ríos,-79.3211355,-0.7696521,108.72,Pública,Universidad Central del Ecuador (UCE),6,2024,2024-B,Ingeniería Petroquímica,Prefiere no decir,19,Presencial,Quito,Arrendada,Cotocollao,170103
Pilar Olivia,Carrizo,Simón Bolívar, Guayas,-79.4218634,-2.0424101,226.45,Pública,Universidad Central del Ecuador (UCE),4,2023,2023-B,Diseño Gráfico,Masculino,26,Presencial,Quito,Arrendada,Cochapamba,170132
Coral Mendoza,Fábregas, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-A,Arquitectura,Masculino,19,Presencial,Quito,Arrendada,Ponceano,170144
Germán Sandra,Casares, Santa Rosa, El Oro,-80.154904,-3.4145538,399.35,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-A,Psicología,Femenino,21,Presencial,Quito,Arrendada,Gualea,170161
Modesto María Luisa Vargas,Alcala, Jama, Manabí,-80.2295834,-0.2149489,190.95,Pública,Escuela Politécnica del Ejército (ESPE),1,2025,2025-A,Psicología,Masculino,22,Presencial,Quito,Arrendada,La Ferroviaria,170141
José Wendolin,Apodaca,Puebloviejo, Los Ríos,-79.5474126,-1.5368546,186.22,Pública,Universidad Central del Ecuador (UCE),7,2023,2023-B,Contabilidad,Masculino,18,Presencial,Quito,Residencia universitaria,La Concepción,170127
Oriana Gimenez,Perez,Otavalo, Imbabura,-78.2454274,0.2227636,57.5,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-A,Administración,Masculino,19,Presencial,Quito,Arrendada,La Mena,170142
Jacinto Yáñez,Huguet, Pelileo, Tungurahua,-78.537307,-1.3573827,126.48,Pública,Escuela Politécnica del Ejército (ESPE),2,2025,2025-A,Ingeniería Petroquímica,Femenino,22,Presencial,Quito,Familiar,San Blas,170113
Dulce Uriel Guevara,Gil,Loja, Loja,-79.2016661,-3.996845,426.87,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Ingeniería Civil,Masculino,22,Presencial,Quito,Arrendada,Yaruquì,170185
Martina Tomas,Molina, Calceta, Manabí,-80.1640382,-0.8480934,196.48,Pública,Escuela Politécnica Nacional (EPN),5,2024,2024-A,Publicidad,Femenino,17,Presencial,Quito,Arrendada,Guangopolo,170162
Quique,Bartolomé, Camilo Ponce Enríquez, Azuay,-79.5630363,-2.9640696,326.69,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-B,Psicología Clínica,Femenino,22,Presencial,Quito,Arrendada,Quitumbe,170146
Mtro. Anel,Franco, Marcabelí, El Oro,-79.9223384,-3.7733434,425.02,Pública,Escuela Politécnica del Ejército (ESPE),11,2023,2023-A,Trabajo Social,Femenino,19,Presencial,Quito,Residencia universitaria,Ponceano,170144
Rocío Roberto,Romero,Yaguachi, Guayas,-79.9134536,-2.2015355,269.81,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,Ciencia de Datos,Masculino,19,Presencial,Quito,Arrendada,La Mena,170142
Mateo Benjamin Vargas,Sanchez, Archidona, Napo,-77.955042,-0.7160712,82.95,Pública,Universidad Central del Ecuador (UCE),9,2023,2023-B,Periodismo,Femenino,22,Presencial,Quito,Familiar,Tababela,170183
Jorge,Carnero, Chone, Manabí,-80.0721599,-0.3828099,174.38,Privada,Universidad Internacional del Ecuador (UIDE),1,2023,2023-B,Ingeniería Biomédica,Femenino,24,Presencial,Quito,Familiar,Cochapamba,170132
Agustin Gomez,Nuñez, Huaca, Carchi,-77.727333,0.7987391,143.02,Privada,Universidad Tecnológica Indoamérica (UTI),11,2024,2024-B,Ingeniería Biomédica,Masculino,20,Presencial,Quito,Arrendada,Calderon (Carapungo),170155
Franco Clara Guzman,Gomez,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Pública,Universidad Central del Ecuador (UCE),3,2024,2024-B,Marketing,Masculino,23,Híbrida,Quito,Residencia universitaria,San Bartolo,170148
Salvador Juan Manuel,Navarro,Zaruma, El Oro,-79.5131743,-3.5111939,382.47,Pública,Universidad Central del Ecuador (UCE),4,2024,2024-A,Ingeniería Petroquímica,Masculino,17,Híbrida,Quito,Arrendada,Iñaquito,170135
René,Ramírez-Lillo,Baba, Los Ríos,-79.6615818,-1.6727698,205.95,Pública,Escuela Politécnica Nacional (EPN),7,2024,2024-B,Derecho,Femenino,21,Presencial,Quito,Arrendada,San Antonio,170180
Ignacio Pilar,Garcia,Zaruma, El Oro,-79.5131743,-3.5111939,382.47,Pública,Escuela Politécnica del Ejército (ESPE),10,2023,2023-B,Gastronomía,Masculino,19,Presencial,Quito,Arrendada,San Jose De Minas,170181
Oswaldo,Vargas, Nueva Loja, Sucumbíos,-76.8834932,0.0850591,184.27,Privada,Universidad Politécnica Salesiana (UPS),4,2024,2024-B,Ingeniería Biomédica,Femenino,21,Presencial,Quito,Arrendada,Belisario Quevedo,170129
John,González, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Instituto de Altos Estudios Nacionales (IAEN),2,2024,2024-B,Ingeniería Química,Femenino,20,Presencial,Quito,Arrendada,San Isidro Del Inca,170149
