nombre,apellido,ciudad,provincia,longitud,latitud,distancia,tipo_universidad,universidad,semestre,anio,periodo,carrera,genero,edad,modalidad,zona,tipo_vivienda,sector,codigo_postal
Edwin Vásquez,Galindo, Vinces, Los Ríos,VAL3859,-1.5235263,201.08,Pública,Universidad Central del Ecuador (UCE),1,###CORRUPT###,2023-A,Comercio Exterior,Masculino,21,Presencial,Quito,BROKEN,Puembo,170179
Ing. María Elena,Puga,<NULL>, Los Ríos,-79.3211355,INVALID,,{BAD},Universidad Central del Ecuador (UCE),12,2023,2023-B,Educación Básica,Masculino,###CORRUPT###,Híbrida,{BAD},Familiar,Jipijapa,{BAD}
Sr(a). Lara,Sanchez, Píllaro, Tungurahua,-78.5423177,-1.1725302,105.95,,<NULL>,8,2024,2024-B,BROKEN,Femenino,20,Híbrida,Quito,Residencia universitaria,Belisario Quevedo,170129
Dr(a). Paulina,Rojas, Sucre, Manabí,<NULL>,-0.7326786,219.63,Pública,Universidad Central del Ecuador (UCE),BROKEN,2025,2025-A,Criminología,Masculino,@@@,Presencial,###CORRUPT###,Familiar,Mariscal Sucre,170143
Benicio Luz Maria,Perez, Santa Ana,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,-80.2631268,-1.1944701,222.78,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-B,Odontología,Femenino,20,Presencial,Quito,Familiar,Jipijapa,ERR
Edinson Mario Mejía,Acevedo, Velasco Ibarra, Guayas,-79.8779821,-2.2843364,275.19,Privada,Pontificia Universidad Católica del Ecuador (PUCE),2,2023,2023-A,Ciencia de Datos,,17,Presencial,Quito,Residencia universitaria,Calacali,170154
Magaly Constanza Ariza,Quiroz,El Triunfo, Guayas,-79.3660575,-2.2907784,249.03,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-A,Ingeniería Industrial,Femenino,22,,,Arrendada,Iñaquito,170135
Tomàs Garcia,Guzman, Calceta, Manabí,-80.1640382,-0.8480934,196.48,Pública,Universidad Central del Ecuador (UCE),2,2025,2025-B,Comercio Exterior,Masculino,24,Presencial,Quito,Arrendada,Rumipamba,170147
Anabel Nereida Gutierrez,Quintanilla, Bahía de Caráquez, Manabí,-80.423572,-0.5999649,216.67,INVALID,Universidad Central del Ecuador (UCE),12,2025,2025-B,Comercio Exterior,Femenino,23,Presencial,Quito,Familiar,San Marcos,170114
Micaela,Bastida, Machala, El Oro,-79.9512804,-3.3148937,379.46,Privada,Universidad de las Américas (UDLA),4,INVALID,2024-A,Arquitectura,Femenino,22,Presencial,Quito,Arrendada,Benalcazar,170102
,Díaz, Huaca, Carchi,-77.727333,0.7987391,143.02,Pública,Universidad Central del Ecuador (UCE),5,2025,2025-A,Turismo,Masculino,20,645659,±§¶,Residencia universitaria,San Sebastian,
Patricia,Zapata, Durán, Guayas,-79.7895887,-2.2127014,,Pública,Universidad Central del Ecuador (UCE),5,2024,2024-A,Tecnologías de la Información,Femenino,21,Presencial,Quito,Residencia universitaria,Guapulo,170108
Esperanza Lilia,López, El Pangui, Zamora Chinchipe,-78.5473049,-3.6253506,378.66,Pública,Universidad Central del Ecuador (UCE),4,2023,2023-B,Finanzas,Masculino,BROKEN,Presencial,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Familiar,San Roque,170115
,,,BROKEN,{BAD},,,,,,,,{BAD},,,,,,,
Ciro Juan,Mora, Biblián,<script>,-78.9802821,-2.6748261,277.86,822621,Universidad Central del Ecuador (UCE),1,{BAD},2025-A,Publicidad,Femenino,18,Presencial,@@@,Familiar,La Concepción,170127
David Parra,Tovar,{BAD},<NULL>,-79.7625976,-3.3234936,372.0,Pública,Universidad Central del Ecuador (UCE),9,2025,2025-A,NO DEFINIDA,Femenino,21,Presencial,Quito,Familiar,Lloa,170166
Violeta Romero,Martinez, San Gabriel,INVALID,-77.835319,0.598485,-9999.0,{BAD},Escuela Politécnica Nacional (EPN),8,2023,2023-A,Comunicación Social,Masculino,20,Presencial,Quito,Residencia universitaria,Nono,170171
Rafael Ballester,Herrero,{BAD}, Carchi,-77.7172151,BROKEN,144.84,Pública,Escuela Politécnica Nacional (EPN),10,VAL2293,2024-A,Psicopedagogía,Femenino,20,Presencial,Quito,Arrendada,El Beaterio,170123
Lautaro Nahuel,Maldonado, Paján, Manabí,-80.4212975,-1.7040791,268.83,Pública,Escuela Politécnica del Ejército (ESPE),9,,2024-B,Ingeniería en Sistemas,{BAD},18,Presencial,!ERROR!,Arrendada,Quitumbe,170146
{BAD},Mora,811370,###CORRUPT###,-79.4218634,-2.0424101,226.45,@@@,Universidad Central del Ecuador (UCE),4,2025,2025-A,Educación Física,Femenino,21,Presencial,Quito,Arrendada,Pifo,170175
Irma Esparta Zarate,Laboy, Cumandá, Chimborazo,-79.103584,-2.2108666,230.91,,Escuela Politécnica Nacional (EPN),12,2025,INVALID,Ingeniería Ambiental,Masculino,21,Presencial,Quito,Arrendada,Nanegal,170168
Armando Lourdes,Casares, Vinces, Los Ríos,-79.766045,-1.5235263,201.08,###CORRUPT###,Escuela Politécnica Nacional (EPN),2,2023,2023-A,Ingeniería Electrónica,Masculino,27,Presencial,Quito,Propia,La Magdalena,170111
Anabel Elias,Zedillo, Macará, Loja,-79.9154486,-4.3490358,484.84,Pública,Escuela Politécnica Nacional (EPN),10,2023,2023-B,Arquitectura,Femenino,20,Presencial,Quito,Arrendada,El Inca,170124
Helena,Laureano,504147,INVALID,-79.6172038,-3.7152273,407.56,Pública,Escuela Politécnica Nacional (EPN),1,2024,2024-B,Ingeniería Ambiental,Masculino,18,Presencial,Quito,Familiar,,170172
Dr. Abril,Chacón,Ventanas, Los Ríos,-79.3351558,-1.3253915,153.21,Pública,Universidad Central del Ecuador (UCE),2,2024,2024-A,Diseño Industrial,{BAD},,Presencial,,Propia,Pomasqui,170177
,,,,,,,,,,2099X,,,###CORRUPT###,,,,,,
INVALID,Bernal,Zaruma,,-79.5131743,-3.5111939,382.47,Privada,Universidad de las Américas (UDLA),1,2024,2024-A,Artes Visuales,Femenino,VAL1412,Presencial,Quito,Arrendada,Benalcazar,170102
Cayetano Mario Peral,Carbonell, Sucre, Manabí,-80.4199056,-0.7326786,219.63,Pública,Universidad Central del Ecuador (UCE),5,2024,2024-B,Educación Inicial,Femenino,17,Presencial,Quito,Familiar,Rumipamba,170147
BROKEN,Toledo,{BAD}, Los Ríos,-79.3468998,-1.1460552,138.6,Pública,,5,2024,2024-B,Educación Básica,Prefiere no decir,25,Presencial,Quito,<NULL>,Puerto Quito,170182
Nahuel Thiago Benjamin Sanchez,Vargas, San Miguel, Bolívar,{BAD},-1.8120574,189.75,Pública,Universidad Central del Ecuador (UCE),11,2099X,2025-A,Ingeniería Biomédica,Masculino,19,Presencial,Quito,Propia,Condado,{BAD}
INVALID,Fernandez, Santo Domingo, Santo Domingo de los Tsáchilas,-79.1686724,-0.2546212,73.08,INVALID,Escuela Politécnica Nacional (EPN),10,2023,<NULL>,Matemáticas,Femenino,26,{BAD},Quito,Familiar,Villaflora,170119
Luis,Zambrano,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX, Bolívar,-79.0576662,,148.56,,Universidad Central del Ecuador (UCE),2,2023,2023-B,Psicopedagogía,Masculino,20,Presencial,Quito,Familiar,El Salvador,170106
,,!ERROR!,,-9999,,,,,###CORRUPT###,,,,,,,,,,
Nélida,Báez,###CORRUPT###,,-80.4199056,-0.7326786,219.63,Pública,Escuela Politécnica del Ejército (ESPE),5,2025,2025-B,Ingeniería Civil,Masculino,17,Presencial,Quito,Residencia universitaria,San Marcos,170114
Alfonso Dario Valencia,Ortiz, Naranjito, Guayas,-79.3904646,-2.1590388,236.66,Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,{BAD},Masculino,150,INVALID,Quito,Familiar,San Marcos,170114
±§¶,Canet-Ramírez, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Pública,Escuela Politécnica del Ejército (ESPE),1,2024,2024-B,Química,Femenino,18,Presencial,Quito,Arrendada,La Floresta,170109
,,,,,,,,,,99999.0,,,,<NULL>,,,,,
107879,,,,,,,,,,,,,BROKEN,,,,,,
Lic. Ernesto,Robles,@@@, Imbabura,-78.1941499,0.4172921,79.22,Pública,Escuela Politécnica del Ejército (ESPE),12,2024,2024-B,BROKEN,Masculino,21,Presencial,Quito,Arrendada,La Vicentina,170112
Alejandro,Morales, Biblián, Cañar,###CORRUPT###,-2.6748261,277.86,Privada,Universidad Politécnica Salesiana (UPS),11,2023,2023-B,{BAD},Femenino,99999.0,Presencial,###CORRUPT###,Propia,,170129
Miriam Luna Alvarez,Ródenas, Valdez, Esmeraldas,-78.9826345,1.2489838,171.53,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-B,Diseño Gráfico,Femenino,17,Presencial,{BAD},Familiar,@@@,<NULL>
Camilo Anderson,Salazar,<NULL>, Guayas,-79.5495283,-1.9494337,224.21,Privada,Universidad Internacional del Ecuador (UIDE),4,2023,2023-A,Marketing,Masculino,21,Presencial,Quito,Propia,Belisario Quevedo,170129
Ruby,Puga, Urcuquí, Imbabura,-78.1941499,99999.0,79.22,BROKEN,Universidad Politécnica Salesiana (UPS),###CORRUPT###,2024,2024-A,Ingeniería Agronómica,Femenino,17,Presencial,Quito,Arrendada,Calacali,ERR
Dolores Briones,Blanch, Esmeraldas,###CORRUPT###,-79.6523847,0.9668153,183.0,Privada,Pontificia Universidad Católica del Ecuador (PUCE),4,2023,2023-B,Diseño Gráfico,Masculino,21,Presencial,Quito,Familiar,209264,
Thiago Benjamin,Suarez,Latacunga, Cotopaxi,-78.6145758,-0.9340311,80.19,Pública,Universidad Central del Ecuador (UCE),VAL2302,2024,2024-A,Comunicación Social,,22,Presencial,Quito,Arrendada,La Floresta,170109
971973,Abella,867437, Los Ríos,-79.4776812,-1.0669701,142.78,Privada,Universidad Tecnológica Indoamérica (UTI),8,2024,2024-B,Artes Visuales,Masculino,19,Presencial,Quito,Residencia universitaria,Benalcazar,99999.0
Jos Nancy,Garrido, Paján, Manabí,-80.4212975,-1.7040791,268.83,Pública,Universidad Central del Ecuador (UCE),1,2024,2024-A,Diseño de Modas,Femenino,20,Presencial,Quito,Arrendada,Pacto,170172
Celso Aguilera,Bastida,Otavalo, Imbabura,-78.2454274,0.2227636,57.5,Pública,∞∞∞,2,2025,{BAD},Negocios Internacionales,Masculino,{BAD},Presencial,Quito,Arrendada,San Blas,170113
Dulce Uriel Guevara,Gil,Loja, Loja,-79.2016661,-3.996845,{BAD},Pública,Universidad Central del Ecuador (UCE),9,2024,2024-B,<NULL>,Masculino,22,Presencial,Quito,Arrendada,Yaruquì,170185
Mateo Walter Córdoba,Castro, Píllaro,±§¶,-78.5423177,-1.1725302,105.95,Pública,Universidad Central del Ecuador (UCE),10,2025,2025-B,Fisioterapia,Femenino,21,Presencial,Quito,Arrendada,Guangopolo,{BAD}
BROKEN,,,,,,,,,,,,,,,INVALID,,,,
Sofía Gonzalo Lopez,Perez,Ibarra, Imbabura,-78.1329448,0.5159369,92.08,Pública,Escuela Politécnica del Ejército (ESPE),6,2024,2024-A,@@@,Masculino,18,Presencial,Quito,Residencia universitaria,{BAD},170110
,,,,,,,,,,,,,,,,,,,
Margarita Catalá,Buendía, Marcabelí, El Oro,-79.9223384,-3.7733434,425.02,Pública,Escuela Politécnica del Ejército (ESPE),3,2024,2024-A,Turismo,Femenino,22,En línea,Quito,Arrendada,Nanegal,170168
Andrea Alba,Contreras, San Miguel, Bolívar,-79.127262,-1.8120574,189.75,Pública,Escuela Politécnica Nacional (EPN),,2025,INVALID,INVALID,Femenino,19,Presencial,Quito,Arrendada,La Libertad,170110
Bautista Lara,Pereyra, Jama, Manabí,-80.2295834,-0.2149489,,Pública,Escuela Politécnica Nacional (EPN),1,2023,XX-XX,Ingeniería Mecánica,Masculino,###CORRUPT###,Híbrida,Quito,Arrendada,Conocoto,170156
±§¶,Luna,INVALID,###,-80.744524,-1.5440814,288.55,Pública,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,9,2023,2023-B,Comunicación Social,BROKEN,22,Presencial,Quito,Arrendada,San Sebastian,170116
,,,,,,,,,,,,,,,,,!ERROR!,,###CORRUPT###
Sofia,Suarez, El Guabo, El Oro,@@@,-3.1629001,355.32,Privada,Universidad Internacional del Ecuador (UIDE),BAD,2025,2025-A,Psicopedagogía,Femenino,INVALID,BROKEN,Quito,Arrendada,Chilibulo,170131
Angélica Arana,Calvo,Latacunga, Cotopaxi,-78.6145758,-0.9340311,80.19,Pública,Universidad Central del Ecuador (UCE),INVALID,2024,{BAD},Contabilidad,Prefiere no decir,22,Presencial,Quito,Arrendada,Pedro Vicente Maldonado,170173
{BAD},Figueroa, Archidona, Napo,-77.955042,-0.7160712,82.95,Pública,Universidad Central del Ecuador (UCE),8,2025,2025-B,Arquitectura,Masculino,19,INVALID,Quito,Familiar,Pomasqui,170177
Jairo Jhonny,BROKEN, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,BROKEN,Universidad Central del Ecuador (UCE),6,2099X,2024-B,<NULL>,Masculino,20,Presencial,Quito,Arrendada,<NULL>,170111
Petrona,Oliva,@@@, Loja,,-4.3490358,484.84,Privada,Pontificia Universidad Católica del Ecuador (PUCE),1,2023,2023-B,Química,Femenino,20,Presencial,Quito,Arrendada,{BAD},170102
Rafael Pacheco,Sanchez, Velasco Ibarra, Guayas,-79.8779821,-2.2843364,275.19,Pública,Universidad Central del Ecuador (UCE),2,2023,2023-B,Biología,Masculino,19,Híbrida,Quito,Arrendada,Las Cuadras,170128
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Enríquez,###CORRUPT###, Pichincha,-79.0400619,0.1612052,72.4,BROKEN,Universidad Central del Ecuador (UCE),99999.0,<NULL>,2025-B,Ciberseguridad,Masculino,18,Presencial,Quito,Arrendada,La Merced,170164
Darío Noelia Santacruz,Rosario,Montecristi, Manabí,-80.6606834,-1.0504072,256.09,Pública,###CORRUPT###,10,2024,2024-A,Laboratorio Clínico,Femenino,17,Presencial,Quito,Familiar,Kennedy,170138
Carlos Monroy,Arias, Coronel Marcelino Maridueña, Guayas,-79.3861649,-2.2333628,244.02,Privada,Universidad Tecnológica Equinoccial (UTE),1,2023,2023-B,Publicidad,Masculino,17,Presencial,Quito,Arrendada,Amaguaña,VAL7238
BROKEN,Castellanos, Guano, Chimborazo,-78.6578385,-1.539923,147.64,Pública,,8,2025,2025-A,Periodismo,Femenino,20,En línea,Quito,INVALID,Pedro Vicente Maldonado,1000000000000.0
,,,,,,,,,,,,,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,{BAD},,,
Nydia Pastora Gras,Rosselló, Santa Lucía, Guayas,-9999,-1.7145863,{BAD},Pública,Escuela Politécnica del Ejército (ESPE),9,###CORRUPT###,2024-B,Odontología,Femenino,18,Presencial,Quito,Arrendada,BROKEN,170174
Milena María,Rojas, Baños de Agua Santa, Tungurahua,-78.4402276,-1.417407,BROKEN,Pública,Universidad Central del Ecuador (UCE),6,2025,,Educación Básica,Femenino,21,,Quito,Arrendada,El Salvador,170106
Luz,Mosquera,Piñas, El Oro,-79.7832238,-3.7106809,413.02,Pública,Escuela Politécnica del Ejército (ESPE),1,INVALID,<NULL>,Diseño Industrial,Femenino,17,Presencial,Quito,Familiar,Pomasqui,170177
Martha Martha,Bohórquez, Durán,@@@,-79.7895887,-2.2127014,263.15,Pública,Universidad Central del Ecuador (UCE),,2024,2024-A,Criminología,Femenino,24,∞∞∞,Quito,Familiar,<NULL>,170184
Luis Manuel Lebrón,Rivero,El Triunfo, Guayas,-79.3660575,200,-50,Privada,Universidad de las Américas (UDLA),10,INVALID,2025-A,Negocios Internacionales,Femenino,20,Presencial,Quito,Arrendada,Benalcazar,170102
Orlando,Pérez, Marcabelí, El Oro,-79.9223384,-3.7733434,425.02,Pública,Universidad Central del Ecuador (UCE),###CORRUPT###,2024,2024-A,Psicopedagogía,Femenino,23,Presencial,Quito,Arrendada,La Floresta,170109
,,,,,,,,,,,<NULL>,,,{BAD},,,,<NULL>,
Custodia Felicia Canales,Berenguer, Loreto, Orellana,-9999,-0.6471884,140.27,Pública,Escuela Politécnica Nacional (EPN),1,2024,2024-B,Nutrición,Masculino,23,Presencial,Quito,Arrendada,San Jose De Minas,170181
Eloy,INVALID,Atuntaqui, Imbabura,-78.219615,0.3316022,69.45,Pública,Universidad Central del Ecuador (UCE),6,2023,2023-B,Ingeniería Ambiental,Masculino,@@@,Híbrida,Quito,Arrendada,Puellaro,170178
Jesús Cano,Córdoba, Cuenca, Azuay,-79.0041726,-2.8974072,302.67,Pública,BROKEN,5,2025,2025-A,Odontología,Femenino,INVALID,Presencial,Quito,Arrendada,La Ferroviaria,170141
Ariel Juan,Rojas, Montalvo, Los Ríos,-79.348133,-1.8025855,198.99,Privada,Universidad San Francisco de Quito (USFQ),12,2099X,2025-A,Ingeniería Biomédica,Femenino,18,Presencial,Quito,Arrendada,Benalcazar,99999.0
Álvaro Adrián Sánchez,Giraldo,BROKEN, Los Ríos,-79.6615818,-1.6727698,205.95,Pública,Universidad Central del Ecuador (UCE),12,,<NULL>,Biología,Masculino,21,Presencial,{BAD},Arrendada,Pintag,170176
,,,,INVALID,,,,,,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,
Marco Antonio Dulce Gaitán,Serrato, Durán,INVALID,-79.7895887,{BAD},263.15,Pública,Universidad Central del Ecuador (UCE),12,2025,2025-A,Ingeniería Agronómica,<NULL>,24,Presencial,Quito,,San Antonio,170180
Thiago Agustin Bruno,Flores, Riobamba, Chimborazo,-78.6482479,-1.6732765,162.28,Pública,Universidad Andina Simón Bolívar (UASB),9,2024,,INVALID,Femenino,24,Presencial,Quito,Familiar,Guamani,170126
Lucila,Leon, Mocache, Los Ríos,BROKEN,-1.1979,158.63,Pública,Escuela Politécnica del Ejército (ESPE),6,2024,2024-B,Ingeniería en Sistemas,BROKEN,19,Presencial,Quito,Arrendada,La Ecuatoriana,<NULL>
Teresita Vizcaíno,Soriano,{BAD}, Guayas,-79.9129307,-1.9200069,244.89,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Universidad Central del Ecuador (UCE),8,2024,2024-A,Artes Visuales,Masculino,18,En línea,Quito,Arrendada,Tumbaco,170184
Eliana Morcillo,Lluch, San Miguel de Los Bancos, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Escuela Politécnica del Ejército (ESPE),5,,2024-A,Nutrición,Femenino,22,Presencial,Quito,Familiar,Nayón,170170
María Marcela,Jiménez, Ambato, Tungurahua,-78.6287594,INVALID,BROKEN,Privada,Universidad de las Américas (UDLA),@@@,2023,2023-B,Odontología,Femenino,22,Presencial,Quito,Residencia universitaria,Carcelen,170120
Dr. Hernán,Casanova, Atacames, Esmeraldas,-79.8790841,0.7971086,189.45,Pública,Escuela Politécnica del Ejército (ESPE),5,2025,2025-B,Comercio Exterior,Femenino,18,Presencial,Quito,Arrendada,San Marcos,170114
Sr(a). Tiziano,304121,Montecristi, Manabí,-80.6606834,-1.0504072,256.09,Pública,Universidad Central del Ecuador (UCE),@@@,2023,2023-A,,Masculino,21,Presencial,Quito,BROKEN,El Batan,170122
Juan Pablo Ponce,Garcia, Mocache, Los Ríos,@@@,-1.1979,158.63,Pública,Universidad Central del Ecuador (UCE),6,2024,2024-A,Psicología,Masculino,23,Presencial,,Familiar,El Batan,170122
Nicolas Benjamin Perez,Benitez, Puerto López, Manabí,-80.744524,-1.5440814,288.55,Pública,Escuela Politécnica del Ejército (ESPE),10,2023,2023-A,Laboratorio Clínico,Masculino,21,Presencial,Quito,Familiar,San Marcos,170114
William,Jaimes, Ambato, Tungurahua,-78.6287594,,114.38,Pública,Universidad Central del Ecuador (UCE),1,2024,2024-A,Derecho,Masculino,17,Presencial,Quito,Arrendada,Cotocollao,170103
Natalia,Zapata, Bahía de Caráquez, Manabí,-80.423572,-0.5999649,216.67,Pública,Escuela Politécnica Nacional (EPN),3,2023,2023-B,Física,Masculino,17,Presencial,Quito,{BAD},La Floresta,170109
Marta Lucía Salazar,Mora,Puyo, Pastaza,-77.9969666,<NULL>,151.92,Privada,Universidad de las Américas (UDLA),8,2024,2024-B,Periodismo,Masculino,22,Presencial,Quito,Arrendada,Calacali,170154
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Zapata, Puerto López, Manabí,-80.744524,-1.5440814,288.55,Pública,193774,0,2023,2023-A,Comercio Exterior,Masculino,19,Presencial,Quito,Arrendada,La Ecuatoriana,170140
Facundo Sofia Belen,Vera, Balao,,-79.7180498,-2.8852516,325.24,Pública,<NULL>,9,<NULL>,,Contabilidad,Femenino,19,Presencial,Quito,Arrendada,Perucho,170174
Cornelio Briseño,Miramontes, Santa Ana, Manabí,-80.2631268,-1.1944701,###CORRUPT###,Privada,Universidad de las Américas (UDLA),11,2025,2025-A,Diseño Gráfico,Prefiere no decir,21,Presencial,Quito,Familiar,Belisario Quevedo,170129
Tomás Germán Colón,Véliz,Catacocha, Loja,-79.6497578,-4.0503147,444.24,,Universidad Central del Ecuador (UCE),<NULL>,2024,2024-B,Física,@@@,21,Presencial,Quito,Residencia universitaria,San Roque,170115
Ángel Benito,Villegas,!ERROR!,BROKEN,###CORRUPT###,-1.5440814,288.55,Privada,Universidad Internacional del Ecuador (UIDE),@@@,2025,2025-A,NO DEFINIDA,Femenino,22,Presencial,Quito,Residencia universitaria,Chaupicruz (La Concepcion),170104
Noelia Díaz,Tórrez, Macará, Loja,-79.9154486,-9999.0,484.84,Pública,###CORRUPT###,1,2024,2024-B,Derecho,Femenino,23,Presencial,Quito,Propia,Pintag,170176
Evangelina,Llano-Bautista,Caluma, Bolívar,-79.1963263,-1.5976675,171.01,<NULL>,Universidad Central del Ecuador (UCE),0,2024,2024-B,Psicología,Femenino,20,En línea,Quito,Arrendada,Condado,170134
Cristobal,Duarte,Catarama, Los Ríos,-79.4750201,-1.5692196,184.28,Privada,Universidad de las Américas (UDLA),2,2025,2025-A,Trabajo Social,Femenino,19,Presencial,Quito,Familiar,INVALID,170102
Xavier,Valenzuela-Rivero,{BAD}, El Oro,-80.184453,INVALID,406.89,Pública,Escuela Politécnica Nacional (EPN),1,2025,2025-B,Ingeniería Electrónica,Masculino,23,Presencial,Quito,Arrendada,La Vicentina,170112
Andrés Nelson,Rojas, El Coca, Orellana,-76.9837216,-0.4721804,172.26,Pública,Escuela Politécnica del Ejército (ESPE),,2024,2024-A,Turismo,Masculino,19,###CORRUPT###,Quito,{BAD},La Vicentina,170112
,,,,,,,,,,,,BROKEN,,,,,,,
Felix Moya,Ortiz,@@@, Los Ríos,-79.5474126,-1.5368546,186.22,,Universidad Tecnológica Equinoccial (UTE),3,2025,2025-A,Diseño de Modas,Masculino,23,Presencial,Quito,Arrendada,Belisario Quevedo,170129
Juana Gregorio,Urrutia, Catamayo, Loja,-79.403789,-3.9912144,430.86,Pública,Escuela Politécnica del Ejército (ESPE),3,2024,2024-A,Odontología,Masculino,@@@,<NULL>,Quito,Familiar,La Floresta,170109
BROKEN,Flores, Shushufindi, Sucumbíos,-76.5906945,-0.2885051,213.81,Pública,Universidad Central del Ecuador (UCE),8,2024,2024-B,Contabilidad,Masculino,20,Presencial,Quito,Arrendada,El Batan,170122
Lucila Benítez,Garzón, Palora, Morona Santiago,-77.9675269,-1.6981449,175.15,Pública,834541,9,2099X,2025-A,Ingeniería Química,Femenino,21,Presencial,Quito,Arrendada,San Marcos,170114
Eugenia Amalia,Duarte,{BAD}, Pichincha,-78.9214659,-0.0188368,50.7,Pública,Universidad Central del Ecuador (UCE),4,2025,2025-B,,Femenino,23,Presencial,Quito,Familiar,Guangopolo,170162
Thiago Benjamin,Guzman, Bahía de Caráquez, Manabí,-80.423572,-0.5999649,216.67,Pública,Universidad Central del Ecuador (UCE),,2025,2025-A,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Femenino,,Presencial,Quito,Propia,La Ferroviaria,170141
Sr(a). Felipe,Fernandez, Gualaquiza, Morona Santiago,-78.706485,-3.3277138,346.22,Privada,Universidad Internacional del Ecuador (UIDE),4,2025,2025-B,NO DEFINIDA,Masculino,22,Presencial,Quito,Arrendada,Benalcazar,170102
Omar Guevara,González, Coronel Marcelino Maridueña, Guayas,-79.3861649,-2.2333628,INVALID,Pública,Escuela Politécnica Nacional (EPN),7,2023,2023-A,Ingeniería Ambiental,Femenino,18,Presencial,Quito,Arrendada,Ponceano,170144
María Luisa del,<NULL>, Machala, El Oro,###CORRUPT###,-3.3148937,INVALID,Pública,Escuela Politécnica del Ejército (ESPE),12,2025,@@@,Educación Física,Masculino,17,Presencial,Quito,<NULL>,Perucho,170174
Germán Arsenio Pedrero,Sastre,Zamora, Zamora Chinchipe,-78.9577754,-4.0042008,423.67,Pública,Universidad Central del Ecuador (UCE),6,{BAD},2024-A,Contabilidad,Femenino,21,Presencial,Quito,Propia,Cochapamba,170132
###CORRUPT###,Uribe,{BAD}, Pichincha,-79.0400619,0.1612052,72.4,Pública,Universidad Central del Ecuador (UCE),5,2023,2023-A,Contabilidad,Femenino,21,Presencial,Quito,Arrendada,Nanegal,170168
Wendy Mantilla,Guerrero, Quevedo, Los Ríos,-79.4776812,-1.0669701,142.78,Privada,Pontificia Universidad Católica del Ecuador (PUCE),5,###CORRUPT###,2024-B,Criminología,Femenino,150,Presencial,Quito,Arrendada,Belisario Quevedo,170129
David López,Vanegas, Pimampiro, Imbabura,-77.9402742,0.393298,93.27,Pública,Universidad Central del Ecuador (UCE),6,2023,2023-A,Publicidad,Femenino,20,Presencial,Quito,Arrendada,Condado,170134
Mtro. Aldonza,García,Saquisilí, Cotopaxi,-78.7312624,-0.8359835,72.67,Pública,Universidad Central del Ecuador (UCE),6,2023,2023-B,Medicina,Femenino,20,Presencial,Quito,Arrendada,Santa Prisca,170118
Abraham,Matos, Naranjito, Guayas,-79.3904646,-2.1590388,236.66,Pública,Universidad Central del Ecuador (UCE),7,2099X,2023-A,Ingeniería Química,Femenino,17,Presencial,Quito,Familiar,Itchimbia,170136
Francisco Mansilla,Gomez,Saraguro, Loja,-79.3063889,BROKEN,-50,Privada,Universidad de las Américas (UDLA),10,2024,2024-B,Biología,Masculino,17,Presencial,Quito,Arrendada,Belisario Quevedo,BAD
Ceferino,Barrios, Chordeleg, Azuay,-78.7307218,-2.9844675,308.33,Pública,Escuela Politécnica del Ejército (ESPE),3,2025,BROKEN,Comunicación Social,Masculino,ERR,Presencial,Quito,Familiar,Iñaquito,170135
Stella,Ortiz,{BAD}, Loja,-79.9154486,-4.3490358,484.84,Pública,Escuela Politécnica Nacional (EPN),1,2024,2024-B,Ingeniería en Sistemas,BROKEN,17,Presencial,Quito,Familiar,San Antonio,170180
